Train/Value,Time/Buffer,Train/Action_abs_mean,Train/control_penalty,Time/Actor_Time,Train/PolicyClip,Train/Grad_norm_actor,Train/policy_loss,Train/Action_magnitude_L1,Train/Entropy_Loss,Train/Ratio,Train/Policy_loss,Train/V,Train/Action_max,Train/Loss,Time/B_Original_Format_Time,Train/Return,Train/LogProb,Train/Action_std,Time/Critic_Time,Train/Action_magnitude,Time/B_Format_Time,Itr,train/batch_reward,Train/Entropy_loss,Train/recon_loss,Train/Entropy
2.4984825,0.0004353523254394531,0.840946,1.3741647,0.00963902473449707,0.05948676,0.0,-0.19904448,1.8107599,0.0002190915048122406,1.0492364,-0.19904448,2.4984825,0.42905837,-0.18508375,0.0034940242767333984,2.6856475,0.27282754,0.3211541,0.0,1.4004976,0.0038530826568603516,59,0.085,0.0002190915048122406,0.0,-0.2190915
2.7002118,0.0003750324249267578,0.71097404,1.2190243,0.009402751922607422,0.004478405,0.0,-0.005663737,1.6296973,2.152319997549057e-05,0.98702055,-0.005663737,2.7002118,0.4427968,0.0065480284,0.0034699440002441406,2.7456,-0.31105834,0.3706536,0.0,1.2582263,0.003694772720336914,60,0.065,2.152319997549057e-05,0.0,-0.0215232
2.163957,0.00038886070251464844,0.7048516,1.1811079,0.01022481918334961,0.2522974,0.0,0.073816784,1.5980312,8.408550918102264e-05,1.0221165,0.073816784,2.163957,0.52045894,0.08571195,0.0036330223083496094,2.098175,-0.79309547,0.337692,0.0,1.2579944,0.0035789012908935547,61,0.06,8.408550918102264e-05,0.0,-0.08408551
2.607116,0.0003712177276611328,0.7075223,1.2385108,0.009466171264648438,0.044151053,0.0,0.0020266818,1.6504556,-0.0003601787090301514,0.9498853,0.0020266818,2.607116,0.2622258,0.014051612,0.003506898880004883,2.586988,-1.1476558,0.45814404,0.0,1.2851572,0.0037479400634765625,62,0.055,-0.0003601787090301514,0.0,0.3601787
2.6835258,0.0003647804260253906,0.72669035,1.3168802,0.008977890014648438,0.025836227,0.0,-0.1874096,1.6571679,-0.00036198410391807557,1.0645192,-0.1874096,2.6835258,0.16342796,-0.17460278,0.0034139156341552734,2.8591392,-0.6414045,0.45677924,0.0,1.2764869,0.0033528804779052734,63,0.075,-0.00036198410391807557,0.0,0.3619841
2.3418221,0.00029277801513671875,0.76413757,1.2538673,0.009891986846923828,0.037280347,0.0,-0.15284863,1.6368283,0.0003446556329727173,0.9742952,-0.15284863,2.3418221,0.45526284,-0.13996531,0.00360107421875,2.4814641,0.18817273,0.25960258,0.0,1.2604657,0.003751993179321289,64,0.065,0.0003446556329727173,0.0,-0.34465563
2.0444877,0.000492095947265625,0.6977846,1.1774657,0.018579959869384766,0.015487177,0.0,-0.11781291,1.5420334,7.327419519424438e-05,0.9859889,-0.11781291,2.0444877,0.35741624,-0.10596497,0.0034699440002441406,2.1488693,0.13824096,0.34015235,0.0,1.1839559,0.0032148361206054688,65,0.07,7.327419519424438e-05,0.0,-0.073274195
2.8628683,0.0004038810729980469,0.62831163,1.1065719,0.009270191192626953,0.06970421,0.0,-0.042122386,1.4088482,0.00019528928399085998,1.0000372,-0.042122386,2.8628683,0.3194752,-0.030861378,0.003920078277587891,2.8848724,-0.23865722,0.2863245,0.0,1.1229688,0.003331899642944336,66,0.055,0.00019528928399085998,0.0,-0.19528928
2.538011,0.00039124488830566406,0.73113513,1.2354901,0.00969696044921875,0.02085682,0.0,-0.17836535,1.6240622,-5.741998553276062e-05,0.98255277,-0.17836535,2.538011,0.30863053,-0.16606787,0.003282308578491211,2.7126582,-0.4168885,0.36384547,0.0,1.2545973,0.0033500194549560547,67,0.07,-5.741998553276062e-05,0.0,0.057419986
1.463087,0.0006577968597412109,0.56992143,1.0736787,0.009904861450195312,0.040144343,0.0,-0.051421437,1.3257495,6.890600174665452e-05,0.93757254,-0.051421437,1.463087,0.2954539,-0.040615745,0.00407099723815918,1.5072572,-0.5095993,0.33578986,0.0,1.0434195,0.003520965576171875,68,0.05,6.890600174665452e-05,0.0,-0.068906
1.8073595,0.0003809928894042969,0.63220716,1.0999354,0.009810924530029297,0.059796453,0.0,-0.039651416,1.3519138,0.00019191454350948333,0.82345825,-0.039651416,1.8073595,0.38595456,-0.028460147,0.0034399032592773438,1.8261431,-5.032595,0.31406868,0.0,1.0544807,0.0034890174865722656,69,0.04,0.00019191454350948333,0.0,-0.19191454
