Train/Value,Time/Buffer,Train/Action_abs_mean,Train/control_penalty,Time/Actor_Time,Train/PolicyClip,Train/Grad_norm_actor,Train/policy_loss,Train/Action_magnitude_L1,Train/Entropy_Loss,Train/Ratio,Train/Policy_loss,Train/V,Train/Action_max,Train/Loss,Time/B_Original_Format_Time,Train/Return,Train/LogProb,Train/Action_std,Time/Critic_Time,Train/Action_magnitude,Time/B_Format_Time,Itr,train/batch_reward,Train/Entropy_loss,Train/recon_loss,Train/Entropy
1.392348,0.00043892860412597656,0.33615944,0.5507305,0.010628938674926758,0.041597344,0.0,-0.100691766,0.7260015,0.0006976382732391357,0.9412368,-0.100691766,1.392348,0.38830715,-0.094486825,0.0036089420318603516,1.4766023,0.986757,0.12474468,9.5367431640625e-07,0.5688658,0.003809213638305664,811,0.025,0.0006976382732391357,0.0,-0.6976383
1.103301,0.0002181529998779297,0.24830621,0.43955317,0.010695934295654297,0.01813456,0.0,-0.21555035,0.53404254,0.0005104550719261169,1.0208461,-0.21555035,1.103301,0.23122449,-0.21064436,0.00344085693359375,1.3177638,1.050608,0.15392417,0.0,0.42186606,0.0038280487060546875,812,0.025,0.0005104550719261169,0.0,-0.5104551
1.7583957,0.00035309791564941406,0.35905752,0.5933103,0.013181924819946289,0.0573949,0.0,-0.12741946,0.7631607,0.000711982548236847,1.0598282,-0.12741946,1.7583957,0.33551738,-0.12077437,0.003496885299682617,1.8735183,1.1895468,0.12482364,0.0,0.5968911,0.0034677982330322266,813,0.035,0.000711982548236847,0.0,-0.71198255
1.3015077,0.00037384033203125,0.3906915,0.6410152,0.009624958038330078,0.03036529,0.0,-0.1603845,0.76685023,0.0008074377179145813,1.0063955,-0.1603845,1.3015077,0.29521492,-0.15316692,0.003438711166381836,1.4548837,1.447762,0.11045037,0.0,0.6039143,0.0033767223358154297,814,0.04,0.0008074377179145813,0.0,-0.8074377
1.5342767,0.0002932548522949219,0.40897647,0.6642713,0.009146928787231445,0.018799838,0.0,-0.03613868,0.82374746,0.0007970760464668274,1.021118,-0.03613868,1.5342767,0.3957194,-0.028698893,0.003957033157348633,1.568075,1.441889,0.113728665,0.0,0.642747,0.0034897327423095703,815,0.025,0.0007970760464668274,0.0,-0.79707605
1.029646,0.0002961158752441406,0.27983984,0.45546925,0.01041412353515625,0.033368576,0.0,-0.025222264,0.56615067,0.0007575495839118958,0.9626542,-0.025222264,1.029646,0.26403868,-0.019910023,0.0036690235137939453,1.0920801,1.1237769,0.11759347,0.0,0.45054433,0.0035779476165771484,816,0.02,0.0007575495839118958,0.0,-0.7575496
1.2205504,0.00036787986755371094,0.40565985,0.6478268,0.009684085845947266,0.021027265,0.0,-0.008143183,0.83498937,0.000845384955406189,0.959653,-0.008143183,1.2205504,0.449846,-0.00081953034,0.0035500526428222656,1.2379029,1.4608749,0.1076673,0.0,0.6556032,0.0034041404724121094,817,0.03,0.000845384955406189,0.0,-0.84538496
1.0959383,0.0003712177276611328,0.30001515,0.5096747,0.014185905456542969,0.011893382,0.0,-0.2086094,0.6409035,0.0007498772144317627,1.0036798,-0.2086094,1.0959383,0.2463343,-0.20276278,0.0035822391510009766,1.3016762,1.3889592,0.12297091,0.0,0.50094265,0.0036649703979492188,818,0.035,0.0007498772144317627,0.0,-0.7498772
1.7620763,0.0006949901580810547,0.31685957,0.5178805,0.009474992752075195,0.06819275,0.0,-0.3624894,0.668844,0.0007946445345878601,1.0555729,-0.3624894,1.7620763,0.2478543,-0.35651594,0.003304004669189453,2.1345932,1.4492939,0.11933848,0.0,0.52028024,0.0036318302154541016,819,0.055,0.0007946445345878601,0.0,-0.79464453
1.5246909,0.0003609657287597656,0.2772144,0.45549843,0.009818077087402344,0.010457949,0.0,0.08032649,0.58169603,0.0008015327453613281,0.9642947,0.08032649,1.5246909,0.21158709,0.08568301,0.0037620067596435547,1.4510319,1.4438279,0.11347688,0.0,0.45411065,0.003489971160888672,820,0.025,0.0008015327453613281,0.0,-0.80153275
1.9175586,0.00024199485778808594,0.3496966,0.5517846,0.012954950332641602,0.057241786,0.0,-0.2622112,0.7292195,0.0009438289403915405,1.0597141,-0.2622112,1.9175586,0.414446,-0.25574952,0.0034787654876708984,2.16054,1.6806904,0.09825927,0.0,0.5737162,0.0038099288940429688,821,0.04,0.0009438289403915405,0.0,-0.94382894
1.7142276,0.0005161762237548828,0.39606845,0.644455,0.021806001663208008,0.075717025,0.0,0.11946858,0.77407324,0.0008645919561386108,0.804108,0.11946858,1.7142276,0.41680434,0.12677772,0.004182100296020508,1.5752949,0.97449327,0.10405836,0.0,0.6135497,0.003422975540161133,822,0.04,0.0008645919561386108,0.0,-0.86459196
1.441886,0.0003237724304199219,0.3514539,0.5727519,0.009330987930297852,0.068061695,0.0,-0.19079345,0.7593046,0.0007743274569511414,1.0348581,-0.19079345,1.441886,0.33786142,-0.18429162,0.003551006317138672,1.6189761,1.082979,0.11948961,0.0,0.602578,0.005108356475830078,823,0.035,0.0007743274569511414,0.0,-0.77432746
1.6138301,0.0004658699035644531,0.35043037,0.5700443,0.012743949890136719,0.034622826,0.0,0.13433108,0.7303993,0.000868724524974823,0.9137895,0.13433108,1.6138301,0.30425748,0.14090024,0.003971099853515625,1.4660815,1.3448383,0.10652651,0.0,0.5735782,0.0034410953521728516,824,0.025,0.000868724524974823,0.0,-0.8687245
1.5980381,0.0006039142608642578,0.35642484,0.5715934,0.01181793212890625,0.041857142,0.0,-0.13810696,0.75070643,0.0008997668623924256,0.9768222,-0.13810696,1.5980381,0.25387886,-0.13149126,0.003996849060058594,1.7038314,1.3842702,0.10458506,0.0,0.5861046,0.003772735595703125,825,0.06,0.0008997668623924256,0.0,-0.89976686
1.7922174,0.00036716461181640625,0.42525467,0.7043141,0.009591817855834961,0.038252693,0.0,-0.23430343,0.87879914,0.0008537945747375488,1.0050896,-0.23430343,1.7922174,0.46401584,-0.2264065,0.004747629165649414,2.0149705,1.576635,0.114351064,0.0,0.6948334,0.004242897033691406,826,0.06,0.0008537945747375488,0.0,-0.8537946
1.5746057,0.0003120899200439453,0.35773262,0.5774303,0.009649991989135742,0.032738168,0.0,0.071441166,0.72125363,0.0008630106449127198,0.9745461,0.071441166,1.5746057,0.27836594,0.07807848,0.003676176071166992,1.4975134,1.6985136,0.110693514,0.0,0.56796074,0.004648923873901367,827,0.02,0.0008630106449127198,0.0,-0.86301064
2.1938016,0.0003120899200439453,0.38499528,0.6183341,0.010255813598632812,0.060438987,0.0,0.0025021469,0.78149307,0.0008364745378494263,0.96973,0.0025021469,2.1938016,0.26033193,0.009521963,0.003468751907348633,2.183502,1.3135135,0.11498008,9.5367431640625e-07,0.61195546,0.003679990768432617,828,0.04,0.0008364745378494263,0.0,-0.83647454
2.7636983,0.0003921985626220703,0.42809498,0.7060233,0.010101079940795898,0.075160965,0.0,0.05380532,0.8802392,0.000846058189868927,0.91085595,0.05380532,2.7636983,0.50259805,0.061711613,0.004931926727294922,2.6924925,1.1886472,0.11184161,0.0,0.6999697,0.0034902095794677734,829,0.05,0.000846058189868927,0.0,-0.8460582
2.4132278,0.0004999637603759766,0.4000861,0.66200614,0.009770870208740234,0.05753771,0.0,-0.028058076,0.8233032,0.0007966314554214477,0.996288,-0.028058076,2.4132278,0.43710274,-0.020641385,0.003870248794555664,2.427687,1.4688141,0.11346794,0.0,0.65671515,0.003381967544555664,830,0.03,0.0007966314554214477,0.0,-0.79663146
1.4308034,0.00043320655822753906,0.44431642,0.7356038,0.009563684463500977,0.060256604,0.0,-0.13662037,0.9220917,0.000890189528465271,1.0827899,-0.13662037,1.4308034,0.59058267,-0.12837414,0.004029035568237305,1.5504775,1.4881428,0.10460384,0.0,0.7403144,0.0040378570556640625,831,0.065,0.000890189528465271,0.0,-0.8901895
1.193244,0.00038814544677734375,0.32659665,0.5502079,0.010546207427978516,0.025375033,0.0,0.005844048,0.6890457,0.0008643194437026977,1.0195014,0.005844048,1.193244,0.34027818,0.012210447,0.003429889678955078,1.1874546,1.612279,0.10544395,0.0,0.5526196,0.003180980682373047,832,0.03,0.0008643194437026977,0.0,-0.86431944
1.5436002,0.0004909038543701172,0.28090438,0.47618538,0.010675907135009766,0.031943332,0.0,0.1421327,0.6087742,0.0007281047701835632,0.8517484,0.1421327,1.5436002,0.2660801,0.14762266,0.0033638477325439453,1.3830224,1.5008017,0.11894395,0.0,0.48919332,0.0032889842987060547,833,0.025,0.0007281047701835632,0.0,-0.72810477
2.0173993,0.0003120899200439453,0.42157528,0.68714905,0.011075973510742188,0.036405485,0.0,-0.118960164,0.84837043,0.0008658719658851624,0.9925224,-0.118960164,2.0173993,0.4644846,-0.1112228,0.0034449100494384766,2.129597,1.2892957,0.10410158,0.0,0.68132484,0.003553152084350586,834,0.05,0.0008658719658851624,0.0,-0.86587197
1.586122,0.0003142356872558594,0.22428831,0.39260215,0.009761810302734375,0.01098023,0.0,0.041019034,0.5239837,0.0007559139132499694,0.92224234,0.041019034,1.586122,0.2166541,0.045700967,0.003857135772705078,1.5440787,1.2974725,0.1150544,9.5367431640625e-07,0.41516778,0.0035037994384765625,835,0.015,0.0007559139132499694,0.0,-0.7559139
1.4258926,0.0003859996795654297,0.38236073,0.6273899,0.011294841766357422,0.033617433,0.0,-0.09809459,0.7830082,0.0008743886351585389,1.0071335,-0.09809459,1.4258926,0.40380386,-0.09094631,0.003526926040649414,1.5121129,1.4138373,0.103847414,0.0,0.62207675,0.0035288333892822266,836,0.04,0.0008743886351585389,0.0,-0.87438864
1.7887049,0.00040721893310546875,0.51144636,0.82989824,0.12231922149658203,0.069273144,0.0,-0.32700768,1.0314941,0.0010201139450073241,1.0261463,-0.32700768,1.7887049,0.67882967,-0.31768858,0.0036051273345947266,2.1099763,1.7228322,0.08973068,9.5367431640625e-07,0.82220024,0.0036211013793945312,837,0.065,0.0010201139450073241,0.0,-1.020114
1.6273429,0.0003859996795654297,0.2983997,0.5162289,0.009326934814453125,0.013255818,0.0,0.15014865,0.6478821,0.0006990739703178405,0.90696985,0.15014865,1.6273429,0.29448962,0.15601,0.004396200180053711,1.4765247,1.3554077,0.12562992,0.0,0.5128773,0.003401041030883789,838,0.01,0.0006990739703178405,0.0,-0.699074
1.4286206,0.00046896934509277344,0.39257553,0.62648416,0.009481191635131836,0.033383556,0.0,-0.049992368,0.8048904,0.0007214827537536621,0.9263017,-0.049992368,1.4286206,0.31347206,-0.04300604,0.0036029815673828125,1.4626426,1.1079392,0.12768044,0.0,0.6294445,0.0033910274505615234,839,0.04,0.0007214827537536621,0.0,-0.72148275
1.1106826,0.0003790855407714844,0.33134192,0.57201344,0.009205818176269531,0.04856722,0.0,0.0032930914,0.6836685,0.0007421030402183533,0.9780974,0.0032930914,1.1106826,0.2795784,0.009755328,0.0038568973541259766,1.0981678,1.0269963,0.12293434,0.0,0.55049574,0.003476858139038086,840,0.025,0.0007421030402183533,0.0,-0.74210304
1.2327974,0.0003631114959716797,0.21417189,0.36811933,0.009544134140014648,0.008906996,0.0,-0.01977214,0.4791113,0.0008247562646865844,0.97153765,-0.01977214,1.2327974,0.17112398,-0.01526619,0.0038461685180664062,1.2543762,1.589912,0.10878965,0.0,0.38461348,0.003545999526977539,841,0.025,0.0008247562646865844,0.0,-0.82475626
2.1511738,0.00026416778564453125,0.22324644,0.40116492,0.009419918060302734,0.023387259,0.0,0.11556636,0.47996342,0.0007418845295906067,0.9677939,0.11556636,2.1511738,0.18329945,0.12031989,0.0036940574645996094,2.0256019,1.3128641,0.119400054,0.0,0.38737756,0.0034089088439941406,842,0.02,0.0007418845295906067,0.0,-0.7418845
1.5826881,0.0003008842468261719,0.22230347,0.38588622,0.009033918380737305,0.008397857,0.0,-0.120363496,0.49589726,0.0007838505506515503,0.95574325,-0.120363496,1.5826881,0.21200123,-0.11572078,0.00345611572265625,1.7077235,1.2803704,0.11400754,0.0,0.3942749,0.0033409595489501953,843,0.035,0.0007838505506515503,0.0,-0.78385055
1.2992716,0.0004239082336425781,0.31121883,0.5376707,0.010045051574707031,0.015560104,0.0,-0.011135106,0.68667585,0.0008728164434432984,0.9504877,-0.011135106,1.2992716,0.3302118,-0.0048855823,0.0039370059967041016,1.3031249,1.3973259,0.10446022,0.0,0.5505271,0.0035800933837890625,844,0.035,0.0008728164434432984,0.0,-0.87281644
1.1610538,0.00031685829162597656,0.17404643,0.3276935,0.009363889694213867,0.019448826,0.0,-0.16465528,0.38149452,0.0008348369598388672,1.0158074,-0.16465528,1.1610538,0.10513553,-0.16054352,0.0034341812133789062,1.3250809,1.6610953,0.10937392,0.0,0.30756462,0.0036568641662597656,845,0.03,0.0008348369598388672,0.0,-0.83483696
1.2979608,0.00023031234741210938,0.26592544,0.4461977,0.009773015975952148,0.062146414,0.0,0.07117933,0.5943115,0.0007972505688667298,0.9449604,0.07117933,1.2979608,0.23629005,0.07643855,0.0036690235137939453,1.2307019,1.1934588,0.11262972,0.0,0.4702932,0.003786802291870117,846,0.01,0.0007972505688667298,0.0,-0.79725057
1.7276313,0.0003120899200439453,0.2319011,0.4062208,0.009567022323608398,0.025913734,0.0,-0.12079875,0.4979275,0.0008490510582923889,1.0095036,-0.12079875,1.7276313,0.19025096,-0.11588749,0.003506898880004883,1.8419237,1.409408,0.10941436,0.0,0.39911798,0.003712892532348633,847,0.035,0.0008490510582923889,0.0,-0.84905106
1.3350742,0.00048089027404785156,0.33574596,0.55364275,0.010023832321166992,0.024734141,0.0,0.04751848,0.68672943,0.0009067875146865845,0.83319604,0.04751848,1.3350742,0.2948923,0.053961694,0.003898143768310547,1.341102,1.0391488,0.100769036,1.1920928955078125e-06,0.55324996,0.004081010818481445,848,0.03,0.0009067875146865845,0.0,-0.9067875
1.2597858,0.0004398822784423828,0.3440172,0.57141095,0.009490728378295898,0.06444565,0.0,0.15778238,0.66565585,0.0008492820262908935,0.69853705,0.15778238,1.2597858,0.33150437,0.16434576,0.003576993942260742,1.0849001,1.011915,0.105985396,0.0,0.5321573,0.0034308433532714844,849,0.015,0.0008492820262908935,0.0,-0.849282
1.1678199,0.00032329559326171875,0.3976761,0.6601274,0.009509801864624023,0.026770096,0.0,0.12846676,0.8420198,0.0006764801740646362,0.777681,0.12846676,1.1678199,0.47429428,0.13574451,0.0035440921783447266,1.0274024,1.0817628,0.12550026,9.5367431640625e-07,0.6744707,0.0032300949096679688,850,0.015,0.0006764801740646362,0.0,-0.6764802
1.15537,0.0003037452697753906,0.28857002,0.48837414,0.009756088256835938,0.01976358,0.0,0.006058291,0.6231918,0.0006850796341896057,1.0486126,0.006058291,1.15537,0.24012543,0.011627112,0.00397801399230957,1.1399544,1.160587,0.12599364,0.0,0.4983342,0.003960132598876953,851,0.02,0.0006850796341896057,0.0,-0.68507963
1.6916282,0.00037789344787597656,0.42535955,0.71861786,0.010660886764526367,0.026540887,0.0,-0.08386561,0.8687766,0.0008140642642974853,1.0147617,-0.08386561,1.6916282,0.49813446,-0.075865366,0.0037467479705810547,1.7652044,1.4342942,0.10910671,9.5367431640625e-07,0.68855065,0.003612995147705078,852,0.04,0.0008140642642974853,0.0,-0.81406426
1.3360726,0.0003058910369873047,0.45416296,0.7498965,0.01159977912902832,0.041737195,0.0,-0.08671924,0.9273447,0.0009188812375068665,0.99548715,-0.08671924,1.3360726,0.5283724,-0.07830139,0.0035719871520996094,1.4115628,1.4885249,0.099939615,0.0,0.75608665,0.0036437511444091797,853,0.035,0.0009188812375068665,0.0,-0.91888124
1.2494065,0.0006730556488037109,0.3500772,0.58682793,0.00915384292602539,0.13359196,0.0,-0.070208244,0.70354646,0.0009522607326507568,1.0914899,-0.070208244,1.2494065,0.31874165,-0.06338771,0.003957033157348633,1.303026,1.3076315,0.10078614,9.5367431640625e-07,0.5677703,0.003309965133666992,854,0.03,0.0009522607326507568,0.0,-0.95226073
1.3800088,0.00022101402282714844,0.24995074,0.45135775,0.009885072708129883,0.03201033,0.0,-0.12977776,0.53007936,0.0009456387162208557,1.0103652,-0.12977776,1.3800088,0.16376108,-0.12431854,0.0039098262786865234,1.5027565,1.7380086,0.1013873,9.5367431640625e-07,0.42912155,0.0034110546112060547,855,0.035,0.0009456387162208557,0.0,-0.9456387
2.055134,0.00036025047302246094,0.48633847,0.81329226,0.011535882949829102,0.10834257,0.0,0.13847949,1.0031075,0.0009846512079238893,0.8297135,0.13847949,2.055134,0.6609506,0.14759706,0.0035178661346435547,1.8995758,-1.0365797,0.100557044,0.0,0.81284195,0.003467082977294922,856,0.045,0.0009846512079238893,0.0,-0.9846512
1.2980313,0.00036406517028808594,0.3517929,0.60054755,0.010405778884887695,0.064983025,0.0,0.08197301,0.72566795,0.0007434886693954468,0.5964706,0.08197301,1.2980313,0.3639416,0.08872197,0.0034971237182617188,1.2105894,-0.705338,0.12811612,0.0,0.5923766,0.0035109519958496094,857,0.02,0.0007434886693954468,0.0,-0.74348867
2.303687,0.0002961158752441406,0.46637437,0.7784777,0.00934290885925293,0.103565216,0.0,0.0221423,0.93944764,0.0008291369080543518,0.8652224,0.0221423,2.303687,0.59409815,0.030756213,0.003695964813232422,2.251622,0.83399755,0.11709127,0.0,0.76874864,0.0038280487060546875,858,0.05,0.0008291369080543518,0.0,-0.8291369
0.8866232,0.0002989768981933594,0.2099485,0.38329163,0.009930849075317383,0.010179239,0.0,-0.18940705,0.46426228,0.0007803499698638916,1.0023731,-0.18940705,0.8866232,0.15195478,-0.18479379,0.003471851348876953,1.0764049,1.3517154,0.12239559,0.0,0.37459618,0.003771066665649414,859,0.025,0.0007803499698638916,0.0,-0.78034997
2.6172771,0.0003418922424316406,0.23619942,0.47521606,0.009488105773925781,0.05991701,0.0,0.1766594,0.57486844,0.00041379845142364504,0.7153574,0.1766594,2.6172771,0.24192585,0.18182537,0.004347801208496094,2.418393,0.98637336,0.17478588,0.0,0.46505556,0.003373861312866211,860,0.03,0.00041379845142364504,0.0,-0.41379845
0.96684504,0.00034689903259277344,0.27903414,0.5118587,0.009305000305175781,0.035949465,0.0,-0.12610814,0.6295903,0.0005125745534896851,1.0433583,-0.12610814,0.96684504,0.27412152,-0.12047698,0.005123138427734375,1.0733846,0.62953264,0.15612808,0.0,0.50820655,0.003776073455810547,861,0.025,0.0005125745534896851,0.0,-0.51257455
1.0011876,0.0003228187561035156,0.24624465,0.47000027,0.009341001510620117,0.0029688252,0.0,-0.0738523,0.5414375,0.0004158957600593567,0.95500284,-0.0738523,1.0011876,0.20456019,-0.0687364,0.003782033920288086,1.0794652,0.8077061,0.17367926,1.1920928955078125e-06,0.435082,0.0037488937377929688,862,0.02,0.0004158957600593567,0.0,-0.41589576
1.033862,0.0002980232238769531,0.23851256,0.43377307,0.009394168853759766,0.014736723,0.0,-0.01160582,0.5122021,0.0005275634527206421,0.88697517,-0.01160582,1.033862,0.178852,-0.0067405254,0.003503084182739258,1.0411645,0.6087838,0.15385146,0.0,0.414996,0.0034711360931396484,863,0.015,0.0005275634527206421,0.0,-0.52756345
1.9579685,0.000308990478515625,0.46657127,0.778536,0.010004997253417969,0.06758115,0.0,-0.119396284,0.94498897,0.0005920783877372742,1.067876,-0.119396284,1.9579685,0.5198298,-0.11101885,0.003400087356567383,2.050784,1.0126557,0.14332885,0.0,0.7410391,0.003679990768432617,864,0.04,0.0005920783877372742,0.0,-0.5920784
1.1221333,0.0003211498260498047,0.39485076,0.64098287,0.009753942489624023,0.026210617,0.0,-0.013925945,0.8246621,0.0006471942067146301,0.9243758,-0.013925945,1.1221333,0.34990388,-0.006868922,0.003657817840576172,1.1234087,1.0885386,0.1373167,0.0,0.6406723,0.0035181045532226562,865,0.02,0.0006471942067146301,0.0,-0.6471942
1.7691543,0.00038313865661621094,0.2974783,0.5422567,0.011818885803222656,0.019596664,0.0,-0.086423814,0.65826845,0.0006367018222808838,1.0662042,-0.086423814,1.7691543,0.34180436,-0.08036454,0.005880117416381836,1.8527886,1.0798521,0.14265692,0.0,0.5351833,0.004318952560424805,866,0.035,0.0006367018222808838,0.0,-0.6367018
1.267209,0.0002968311309814453,0.34237397,0.5804519,0.010413885116577148,0.06752563,0.0,0.0680781,0.63355625,0.0006841441988945007,0.6666555,0.0680781,1.267209,0.28538722,0.07456676,0.003674030303955078,1.1972106,-0.29432356,0.12910146,0.0,0.502607,0.003782987594604492,867,0.02,0.0006841441988945007,0.0,-0.6841442
1.1866775,0.00029587745666503906,0.36926305,0.6201414,0.009563207626342773,0.029001476,0.0,0.02389774,0.79944855,0.00047646293044090274,0.9518986,0.02389774,1.1866775,0.4202554,0.030575616,0.0037391185760498047,1.1557895,1.1142837,0.15666997,0.0,0.6313847,0.0035262107849121094,868,0.015,0.00047646293044090274,0.0,-0.47646293
0.97108734,0.000225067138671875,0.2951842,0.5127405,0.009725093841552734,0.012267931,0.0,-0.082871035,0.6654532,0.00044957393407821656,0.995878,-0.082871035,0.97108734,0.28264964,-0.07729405,0.0038480758666992188,1.0449834,0.73712844,0.16829224,0.0,0.54040176,0.003434896469116211,869,0.015,0.00044957393407821656,0.0,-0.44957393
1.2750566,0.0003731250762939453,0.40973258,0.7262695,0.009492874145507812,0.023282696,0.0,0.13179982,0.84095836,0.0003456696271896362,0.91025025,0.13179982,1.2750566,0.46669385,0.13940817,0.0036368370056152344,1.1253579,0.6384384,0.19359711,0.0,0.69998777,0.003504037857055664,870,0.01,0.0003456696271896362,0.0,-0.34566963
1.1206166,0.00032711029052734375,0.3668626,0.6575614,0.009478092193603516,0.025286946,0.0,-0.17231967,0.79980165,0.0004055586159229279,1.0470703,-0.17231967,1.1206166,0.41020158,-0.16533849,0.0036101341247558594,1.2908905,0.72917235,0.19009387,0.0,0.6497284,0.003377199172973633,871,0.03,0.0004055586159229279,0.0,-0.40555862
1.0987908,0.00021886825561523438,0.32418174,0.60003287,0.00992584228515625,0.014148418,0.0,-0.15888642,0.7045844,0.0004976751804351806,1.0114819,-0.15888642,1.0987908,0.34982482,-0.15238842,0.003511190414428711,1.2875006,0.63171256,0.15553822,0.0,0.5541136,0.003972053527832031,872,0.025,0.0004976751804351806,0.0,-0.49767518
0.8679876,0.0003132820129394531,0.30845726,0.5582919,0.00919485092163086,-0.0006708284,0.0,-0.19682893,0.6949485,0.0005185787081718445,1.0196375,-0.19682893,0.8679876,0.34171078,-0.19072744,0.0037298202514648438,1.0782151,0.833698,0.15739003,0.0,0.5567476,0.003448963165283203,873,0.025,0.0005185787081718445,0.0,-0.5185787
1.3038448,0.0002989768981933594,0.28161994,0.51132905,0.009543895721435547,0.06894919,0.0,-0.06983381,0.5771641,0.0005203447937965393,0.95372504,-0.06983381,1.3038448,0.20773129,-0.06420018,0.0035130977630615234,1.3693851,0.042360965,0.16158888,0.0,0.4579355,0.0035500526428222656,874,0.025,0.0005203447937965393,0.0,-0.5203448
1.0333011,0.00031185150146484375,0.36387822,0.6568233,0.010166168212890625,0.036503125,0.0,-0.008391239,0.80383706,0.0005214359760284424,0.9330111,-0.008391239,1.0333011,0.4096237,-0.0013015699,0.0037338733673095703,1.0320886,0.173109,0.17598037,0.0,0.6541035,0.003264904022216797,875,0.02,0.0005214359760284424,0.0,-0.521436
0.83876145,0.0003600120544433594,0.24769653,0.41635695,0.009997844696044922,0.033782553,0.0,-0.21276031,0.57912403,0.0005756293535232544,1.0357261,-0.21276031,0.83876145,0.18135943,-0.20802112,0.0033609867095947266,1.0590874,0.99856544,0.15814514,0.0,0.45803738,0.0037581920623779297,876,0.03,0.0005756293535232544,0.0,-0.57562935
1.0779798,0.00029587745666503906,0.31361952,0.5441917,0.010016918182373047,0.07896772,0.0,-0.19759442,0.7055827,0.0006365532279014588,1.1590583,-0.19759442,1.0779798,0.36450619,-0.19151595,0.00347900390625,1.2596529,0.9614906,0.14768456,0.0,0.5752466,0.0035886764526367188,877,0.035,0.0006365532279014588,0.0,-0.6365532
1.0974016,0.0002257823944091797,0.64308363,1.1256509,0.00952911376953125,0.13148908,0.0,0.14365791,0.73427045,-0.00020181150734424592,0.054559883,0.14365791,1.0974016,0.311217,0.15471262,0.0034880638122558594,0.9214139,-2.6435516,0.3405014,0.0,0.57742494,0.0033762454986572266,878,0.0,-0.00020181150734424592,0.0,0.2018115
1.4203126,0.00047206878662109375,0.40143928,0.7867167,0.009161949157714844,0.021499477,0.0,-0.3147738,0.9996118,-0.00010140722244977952,1.0749515,-0.3147738,1.4203126,0.2822057,-0.30700806,0.003532886505126953,1.7047734,-0.3671431,0.30912778,9.5367431640625e-07,0.8089951,0.003439188003540039,879,0.045,-0.00010140722244977952,0.0,0.10140722
1.7656265,0.0003750324249267578,0.5129853,0.927178,0.008935928344726562,0.036148068,0.0,-0.108805925,1.2184623,9.892492555081844e-06,1.0142652,-0.108805925,1.7656265,0.5836027,-0.09952425,0.003559112548828125,1.849076,-0.22002529,0.2709566,0.0,0.99514997,0.0038139820098876953,880,0.055,9.892492555081844e-06,0.0,-0.009892493
1.6606435,0.0003991127014160156,0.47347283,0.8271786,0.011886835098266602,0.050985284,0.0,-0.0039304043,1.0412936,0.00017747779190540315,1.0084237,-0.0039304043,1.6606435,0.5381526,0.004518859,0.0035588741302490234,1.6418287,0.09277422,0.21957563,0.0,0.83579385,0.0036118030548095703,881,0.045,0.00017747779190540315,0.0,-0.17747779
1.0251983,0.00048804283142089844,0.317084,0.59698695,0.012275218963623047,0.062753685,0.0,-0.41069427,0.8043102,8.721357583999634e-05,1.1057801,-0.41069427,1.0251983,0.20378073,-0.4046372,0.00397491455078125,1.4217345,-0.2083322,0.23447846,0.0,0.64167804,0.0033359527587890625,882,0.055,8.721357583999634e-05,0.0,-0.087213576
1.9324661,0.00034880638122558594,0.4923147,0.88680315,0.009588956832885742,0.14674021,0.0,-0.38736236,1.0690527,0.00020119768381118776,1.1411991,-0.38736236,1.9324661,0.64108187,-0.37829313,0.003607034683227539,2.2992764,0.30779448,0.2212013,0.0,0.8692659,0.0035619735717773438,883,0.065,0.00020119768381118776,0.0,-0.20119768
1.6962384,0.0004239082336425781,0.4011891,0.69582295,0.009706974029541016,0.031763885,0.0,-0.0021638302,0.8688281,0.00021400752663612365,0.9438999,-0.0021638302,1.6962384,0.3683954,0.005008407,0.003571033477783203,1.6867104,0.2414535,0.21344337,0.0,0.6931642,0.003223896026611328,884,0.035,0.00021400752663612365,0.0,-0.21400753
1.489967,0.0004258155822753906,0.39418453,0.7195661,0.009801149368286133,0.032725852,0.0,-0.17320652,0.86143005,0.0003553439378738403,1.0520465,-0.17320652,1.489967,0.37814048,-0.16565551,0.0035829544067382812,1.652276,0.5365439,0.18787926,0.0,0.7020959,0.003749847412109375,885,0.055,0.0003553439378738403,0.0,-0.35534394
1.5410705,0.00038623809814453125,0.41862243,0.72775704,0.009584188461303711,0.029279906,0.0,-0.120666526,0.8969389,0.00046090298891067504,1.0218,-0.120666526,1.5410705,0.43978432,-0.112928055,0.0036818981170654297,1.6415336,0.36084,0.16415904,0.0,0.71448195,0.003542184829711914,886,0.045,0.00046090298891067504,0.0,-0.460903
1.9170636,0.00037097930908203125,0.39204636,0.6629061,0.010363101959228516,0.036681578,0.0,-0.1805153,0.8501892,0.0004007604718208313,0.9589145,-0.1805153,1.9170636,0.36988658,-0.17348547,0.003715991973876953,2.0680306,0.45815942,0.18523508,0.0,0.68406045,0.004036903381347656,887,0.04,0.0004007604718208313,0.0,-0.40076047
1.8774463,0.00041794776916503906,0.51033235,0.865345,0.009104013442993164,0.313413,0.0,0.12945741,1.0589268,0.0006326931118965149,1.0190842,0.12945741,1.8774463,0.5654825,0.13874355,0.0034329891204833984,1.7113783,0.034843653,0.14682741,0.0,0.8633333,0.0035810470581054688,888,0.04,0.0006326931118965149,0.0,-0.6326931
