Train/Value,Time/Buffer,Train/Return,Time/B_Format_Time,Train/LogProb,Time/Actor_Time,Train/policy_loss,Train/Action_std,Train/Action_magnitude_L1,Train/Entropy_loss,Itr,Train/Ratio,Train/recon_loss,Train/PolicyClip,Train/Action_max,Train/Action_abs_mean,train/batch_reward,Train/Grad_norm_actor,Train/Entropy_Loss,Train/Policy_loss,Time/B_Original_Format_Time,Train/Loss,Train/control_penalty,Train/Action_magnitude,Train/Entropy,Train/V,Time/Critic_Time
1.0264633,0.0046122074127197266,0.907217,0.07696318626403809,-1.4060091,0.08536696434020996,0.11388884,0.58644533,1.4317107,-0.0007418274879455567,9,0.9945198,0.0,-0.006745236,-0.037690964,0.60878086,0.0085,0.0,-0.0007418274879455567,0.11388884,0.07066607475280762,0.1254611,1.2314081,1.177319,0.7418275,1.0264633,0.0
0.8938003,0.0015211105346679688,0.7728124,0.07948088645935059,-1.6148245,0.0996851921081543,0.11651033,0.6161129,1.4961022,-0.0008127970695495605,10,0.97980815,0.0,-0.0014352455,0.26678973,0.5183215,0.0025,0.0,-0.0008127970695495605,0.11651033,0.07913088798522949,0.12746502,1.1767496,1.1891328,0.81279707,0.8938003,0.0
0.81745374,0.0027980804443359375,0.8384905,0.07306671142578125,-1.7530442,0.08328890800476074,-0.026284,0.64208114,1.4766573,-0.0008411588072776794,11,0.99604714,0.0,0.0013834664,0.3560527,0.46137485,0.01275,0.0,-0.0008411588072776794,-0.026284,0.0709068775177002,-0.01569936,1.1425798,1.1715267,0.8411588,0.81745374,0.0
0.7705496,0.002920866012573242,0.70800155,0.07199263572692871,-1.7186853,0.08641266822814941,0.055139504,0.64510185,1.4655343,-0.000863200306892395,12,0.9826937,0.0,-0.0009924135,0.3221899,0.4788274,0.0085,0.0,-0.000863200306892395,0.055139504,0.07073473930358887,0.06598688,1.1710579,1.1549745,0.8632003,0.7705496,0.0
0.6230455,0.0014562606811523438,0.5911615,0.07488203048706055,-1.8345113,0.08481407165527344,0.026327949,0.69946736,1.6215341,-0.0009094714522361755,13,0.98448783,0.0,0.00020905877,0.45026255,0.5126018,0.00525,0.0,-0.0009094714522361755,0.026327949,0.07258796691894531,0.037948374,1.2529898,1.2786577,0.90947145,0.6230455,0.0
0.5759225,0.0057260990142822266,0.4889623,0.0730588436126709,-1.9381628,0.08350181579589844,0.08373109,0.76526064,1.8485296,-0.0009572782516479492,14,0.9887297,0.0,0.00061728276,0.11457022,0.67366654,0.0025,0.0,-0.0009572782516479492,0.08373109,0.07157087326049805,0.09748891,1.4715098,1.5249251,0.95727825,0.5759225,0.0
0.47462237,0.002599000930786133,0.3817045,0.07449817657470703,-1.975258,0.08687782287597656,0.09024547,0.7928979,1.6962341,-0.0010336060523986816,15,0.98715824,0.0,-0.002225129,0.014659738,0.60303015,0.001,0.0,-0.0010336060523986816,0.09024547,0.07177090644836426,0.10297008,1.3758216,1.4049747,1.033606,0.47462237,9.5367431640625e-07
0.37189656,0.002779245376586914,0.3776877,0.07396197319030762,-1.721836,0.08406901359558105,-0.009157109,0.60397756,1.1892346,-0.0008434203863143921,16,0.9968508,0.0,0.00074985385,0.1315812,0.32071963,0.00475,0.0,-0.0008434203863143921,-0.009157109,0.07392096519470215,-0.0007627662,0.9237763,0.9548748,0.8434204,0.37189656,0.0
0.3126992,0.002588033676147461,0.38713732,0.07147002220153809,-1.7298155,0.08508801460266113,-0.078594305,0.587554,1.109973,-0.0008373743891716003,17,1.0042356,0.0,0.004377742,0.21270366,0.26633248,0.00975,0.0,-0.0008373743891716003,-0.078594305,0.07300615310668945,-0.07079846,0.86332166,0.88017833,0.8373744,0.3126992,0.0
0.29021966,0.002804994583129883,0.39157337,0.07294487953186035,-1.6483881,0.08451414108276367,-0.10844765,0.570562,1.1376784,-0.0007878945469856262,18,0.99983823,0.0,0.0014544484,0.20979156,0.29042345,0.0115,0.0,-0.0007878945469856262,-0.10844765,0.0717921257019043,-0.10039169,0.88438463,0.8965655,0.78789455,0.29021966,9.5367431640625e-07
0.45941335,0.0025908946990966797,0.51935047,0.07149791717529297,-1.7131716,0.08597826957702637,-0.06541817,0.6069502,1.2416975,-0.0008309404850006104,19,1.0011135,0.0,0.00133483,0.3574483,0.36238652,0.01275,0.0,-0.0008309404850006104,-0.06541817,0.0722968578338623,-0.056454685,0.9794424,0.9867268,0.8309405,0.45941335,0.0
0.37969294,0.002429962158203125,0.36794764,0.07005190849304199,-1.5570574,0.08527183532714844,0.0071156914,0.5924541,1.166557,-0.0008009992837905884,20,0.98803675,0.0,-0.00042277062,0.24075165,0.32114214,0.00625,0.0,-0.0008009992837905884,0.0071156914,0.07065963745117188,0.015696838,0.93821466,0.9314748,0.8009993,0.37969294,0.0
0.41401732,0.002360105514526367,0.3848989,0.07073187828063965,-1.6406703,0.08834314346313477,0.025646985,0.6240793,1.4055961,-0.0008055968284606934,21,0.98562366,0.0,0.00059121154,0.32720044,0.43225414,0.0055,0.0,-0.0008055968284606934,0.025646985,0.07273483276367188,0.03580548,1.0964094,1.1353159,0.8055968,0.41401732,0.0
0.4371541,0.0026612281799316406,0.3860717,0.071685791015625,-1.8058898,0.08776712417602539,0.047913276,0.67182726,1.3970472,-0.0008762345314025879,22,0.9858627,0.0,0.0006354445,0.3906017,0.41798732,0.00575,0.0,-0.0008762345314025879,0.047913276,0.07073569297790527,0.058189087,1.1152045,1.1172758,0.87623453,0.4371541,0.0
0.40118933,0.002348661422729492,0.34070498,0.07160687446594238,-1.8058897,0.08494400978088379,0.05792026,0.6784891,1.380935,-0.0009007154703140259,23,0.98911124,0.0,7.7437384e-05,0.30053607,0.38198385,0.00475,0.0,-0.0009007154703140259,0.05792026,0.06892800331115723,0.06796669,1.0947146,1.1146576,0.9007155,0.40118933,9.5367431640625e-07
0.3648958,0.0030939579010009766,0.33358222,0.0708467960357666,-1.8565739,0.08482503890991211,0.028132433,0.7139518,1.4354942,-0.0009301888346672059,24,0.9918667,0.0,0.00031171387,0.13389644,0.41450343,0.005,0.0,-0.0009301888346672059,0.028132433,0.0752251148223877,0.038321562,1.1119318,1.1710387,0.93018883,0.3648958,0.0
0.32655,0.002841949462890625,0.36350277,0.07131505012512207,-1.7191542,0.08583617210388184,-0.040283933,0.6370863,1.293942,-0.0008273308277130127,25,0.9960816,0.0,0.0009624642,0.19142011,0.3865519,0.00775,0.0,-0.0008273308277130127,-0.040283933,0.07188296318054199,-0.030943207,1.0168058,1.0456461,0.8273308,0.32655,9.5367431640625e-07
0.35159633,0.002471923828125,0.4223982,0.07766866683959961,-1.3960826,0.10932588577270508,-0.075163834,0.5459595,1.2155106,-0.0007004982829093933,26,1.0049832,0.0,0.0011186815,0.23439063,0.40387475,0.01025,0.0,-0.0007004982829093933,-0.075163834,0.07543611526489258,-0.066305496,0.95588326,0.96235704,0.7004983,0.35159633,0.0
0.41331697,0.0022339820861816406,0.41425556,0.08107590675354004,-1.531454,0.08531975746154785,-0.004896989,0.5968329,1.3010848,-0.0007764233946800232,27,0.9951952,0.0,0.0021140454,0.3754216,0.41829214,0.00575,0.0,-0.0007764233946800232,-0.004896989,0.08046698570251465,0.0045932806,1.0266694,1.0416452,0.7764234,0.41331697,0.0
0.5413997,0.0029001235961914062,0.58130664,0.07491588592529297,-1.7311618,0.08615589141845703,-0.04545428,0.6780969,1.3790175,-0.0008763397932052612,28,0.9987179,0.0,0.001685117,0.4371251,0.41822127,0.0095,0.0,-0.0008763397932052612,-0.04545428,0.07475590705871582,-0.03532935,1.100127,1.1053517,0.8763398,0.5413997,1.1920928955078125e-06
0.62202805,0.0023479461669921875,0.5879311,0.0729682445526123,-1.6085349,0.08413577079772949,0.026247837,0.6014999,1.1902883,-0.0007931370139122009,29,0.9917031,0.0,0.0016013166,0.35000408,0.34129584,0.00575,0.0,-0.0007931370139122009,0.026247837,0.07194185256958008,0.03523752,0.9782823,0.944977,0.793137,0.62202805,7.152557373046875e-07
0.48669657,0.005155801773071289,0.47573313,0.07106685638427734,-1.6847849,0.08638691902160645,0.005441467,0.6323541,1.2868115,-0.0008318474292755127,30,0.9889254,0.0,0.0013334219,0.37967166,0.3702936,0.0065,0.0,-0.0008318474292755127,0.005441467,0.07017707824707031,0.01464199,1.0032371,1.0220633,0.8318474,0.48669657,0.0
0.5597646,0.0031778812408447266,0.6325995,0.07175517082214355,-1.7504299,0.08625292778015137,-0.07934594,0.6672982,1.3432018,-0.0008610140085220337,31,0.99993604,0.0,0.0019859981,0.4280372,0.3938909,0.015,0.0,-0.0008610140085220337,-0.07934594,0.07312417030334473,-0.06956314,1.0643811,1.0744133,0.861014,0.5597646,0.0
0.6081558,0.0030868053436279297,0.6831371,0.07051587104797363,-1.6354824,0.0863957405090332,-0.080494516,0.59245163,1.2558745,-0.0007884310483932495,32,1.0030668,0.0,0.0013958869,0.44071573,0.3794398,0.01725,0.0,-0.0007884310483932495,-0.080494516,0.06893706321716309,-0.07155798,0.9724969,0.9934356,0.78843105,0.6081558,0.0
0.5111771,0.0024182796478271484,0.60246,0.0722360610961914,-1.5629302,0.08678698539733887,-0.09683455,0.55698395,1.1691461,-0.0007376304864883423,33,1.0005283,0.0,0.0025798627,0.40904766,0.32532927,0.01775,0.0,-0.0007376304864883423,-0.09683455,0.06949329376220703,-0.08854807,0.90241086,0.92495316,0.7376305,0.5111771,0.0
0.56089896,0.0025353431701660156,0.60415673,0.0715799331665039,-1.5817288,0.08564591407775879,-0.050753746,0.5979861,1.2145771,-0.0007842777967453003,34,1.0023055,0.0,0.003528744,0.3812846,0.35052922,0.0115,0.0,-0.0007842777967453003,-0.050753746,0.07210373878479004,-0.041974027,0.95639974,0.96252525,0.7842778,0.56089896,0.0
0.47541457,0.002567291259765625,0.47284657,0.07273602485656738,-1.5651908,0.08630681037902832,-0.002841163,0.5614095,1.1650097,-0.0007445351481437684,35,0.9997019,0.0,0.0016484042,0.38304287,0.31658924,0.00675,0.0,-0.0007445351481437684,-0.002841163,0.07066106796264648,0.005285319,0.8871017,0.9246442,0.74453515,0.47541457,0.0
0.40730312,0.0023920536041259766,0.40309167,0.07101798057556152,-1.6378996,0.08612608909606934,-0.0004091954,0.5868976,1.1415558,-0.0007960866093635559,36,1.0010247,0.0,0.0014756557,0.4197224,0.31101933,0.006,0.0,-0.0007960866093635559,-0.0004091954,0.06996679306030273,0.0079399925,0.91452754,0.9025661,0.7960866,0.40730312,0.0
0.42218077,0.0031151771545410156,0.4179054,0.07204079627990723,-1.6765238,0.08530902862548828,-0.0013556279,0.584892,1.1935574,-0.0007846105694770813,37,0.9945702,0.0,0.0013157618,0.37934828,0.31838384,0.00675,0.0,-0.0007846105694770813,-0.0013556279,0.06972098350524902,0.0070636575,0.9203896,0.9465326,0.78461057,0.42218077,0.0
0.67864245,0.0049626827239990234,0.698143,0.07141876220703125,-1.4080613,0.08683300018310547,-0.025831707,0.53546786,1.190448,-0.0006658670902252198,38,1.0000832,0.0,0.0036168376,0.3625702,0.36179155,0.00925,0.0,-0.0006658670902252198,-0.025831707,0.06927728652954102,-0.017347721,0.91498536,0.9401543,0.6658671,0.67864245,1.1920928955078125e-06
0.81590086,0.0026979446411132812,0.8925967,0.07214808464050293,-1.335742,0.0860300064086914,-0.08498926,0.5481173,1.2410557,-0.0006271818280220032,39,1.0057197,0.0,0.0028829875,0.37945935,0.3895517,0.01625,0.0,-0.0006271818280220032,-0.08498926,0.0700080394744873,-0.07607501,0.9541429,0.97541565,0.6271818,0.81590086,9.5367431640625e-07
1.0016034,0.002943277359008789,1.0050864,0.07129764556884766,-1.5805451,0.08629584312438965,-0.013227593,0.63056886,1.3581841,-0.0007892377376556396,40,0.9968515,0.0,0.002710412,0.40789104,0.3950566,0.01725,0.0,-0.0007892377376556396,-0.013227593,0.07165193557739258,-0.003520145,1.0496687,1.0659375,0.78923774,1.0016034,0.0
0.9505322,0.0026259422302246094,0.9996421,0.07092714309692383,-1.7809744,0.08640193939208984,-0.054701317,0.6811106,1.3445529,-0.0008867132067680359,41,1.0058985,0.0,0.005324084,0.42510673,0.36213917,0.0195,0.0,-0.0008867132067680359,-0.054701317,0.07088780403137207,-0.044846483,1.0741547,1.0614417,0.8867132,0.9505322,0.0
0.9219485,0.0024688243865966797,0.95609313,0.07226300239562988,-1.7928561,0.08811593055725098,-0.038084675,0.66690344,1.3007976,-0.0008849381804466248,42,0.9987078,0.0,0.006167137,0.4209251,0.33361766,0.01725,0.0,-0.0008849381804466248,-0.038084675,0.07031011581420898,-0.028802864,1.0166749,1.0299362,0.8849382,0.9219485,0.0
0.88998276,0.004105091094970703,0.9550824,0.07344698905944824,-1.812274,0.08743977546691895,-0.07187631,0.64302576,1.3069228,-0.0008540461659431457,43,1.0056694,0.0,0.0051505314,0.4184884,0.32689545,0.01625,0.0,-0.0008540461659431457,-0.07187631,0.0711660385131836,-0.06279909,0.99312633,1.0298873,0.85404617,0.88998276,0.0
0.973424,0.0027000904083251953,1.0677161,0.07158088684082031,-1.648623,0.0869290828704834,-0.09660878,0.58633864,1.3211163,-0.0007354139089584351,44,1.005443,0.0,0.0046531735,0.4017683,0.4173979,0.02125,0.0,-0.0007354139089584351,-0.09660878,0.07202577590942383,-0.08724831,1.0095887,1.0378159,0.7354139,0.973424,0.0
0.8747659,0.0026879310607910156,0.8506128,0.07075715065002441,-1.711323,0.08609819412231445,0.014880844,0.651198,1.3444312,-0.0008550158739089966,45,0.9898308,0.0,0.0035695718,0.4461785,0.41557258,0.01125,0.0,-0.0008550158739089966,0.014880844,0.06987190246582031,0.024887763,1.0861934,1.0563047,0.8550159,0.8747659,0.0
0.9026615,0.0023021697998046875,0.8630387,0.07062101364135742,-1.611677,0.08735275268554688,0.029837433,0.635693,1.3344102,-0.0008114274740219117,46,0.9904461,0.0,0.0018204248,0.41276446,0.44951084,0.0095,0.0,-0.0008114274740219117,0.029837433,0.06952404975891113,0.03996323,1.0937227,1.049907,0.8114275,0.9026615,0.0
0.8932247,0.002273082733154297,0.82379895,0.0697319507598877,-1.5646309,0.0870058536529541,0.068849064,0.5693947,1.3894675,-0.0006900725364685059,47,0.9837166,0.0,0.0048985104,0.43320194,0.47657678,0.00775,0.0,-0.0006900725364685059,0.068849064,0.07035303115844727,0.07848963,1.0330641,1.0915304,0.69007254,0.8932247,0.0
0.92468935,0.0023741722106933594,0.8519255,0.07120585441589355,-1.4633209,0.08759117126464844,0.066548586,0.59296864,1.3035308,-0.0007295507192611694,48,0.9853341,0.0,0.0017293122,0.4508191,0.44006714,0.0075,0.0,-0.0007295507192611694,0.066548586,0.07171797752380371,0.07608872,1.026969,1.0247554,0.7295507,0.92468935,0.0
1.007829,0.0023088455200195312,0.9448234,0.07219219207763672,-1.5651051,0.08638620376586914,0.056124732,0.6176128,1.356647,-0.000772533118724823,49,0.9937666,0.0,0.0058701145,0.41351813,0.43966419,0.01,0.0,-0.000772533118724823,0.056124732,0.07278299331665039,0.06596552,1.0613322,1.0619402,0.7725331,1.007829,0.0
0.96600324,0.002521991729736328,0.91826123,0.07156777381896973,-1.7427278,0.08627581596374512,0.040978283,0.69092286,1.4205693,-0.0008747891783714294,50,0.9980628,0.0,0.004948359,0.43097153,0.4460922,0.0115,0.0,-0.0008747891783714294,0.040978283,0.07016134262084961,0.05162225,1.1518753,1.1161432,0.8747892,0.96600324,0.0
0.9728514,0.0022847652435302734,0.9590081,0.06994295120239258,-1.7345248,0.0867152214050293,0.006708048,0.6901133,1.433091,-0.0008451564908027649,51,0.988632,0.0,0.0016737928,0.4240484,0.4387611,0.01275,0.0,-0.0008451564908027649,0.006708048,0.0695648193359375,0.01718764,1.1324749,1.1302345,0.8451565,0.9728514,0.0
0.8932603,0.002370119094848633,0.9145581,0.0708310604095459,-1.6032932,0.08495211601257324,-0.02856119,0.6501848,1.3872802,-0.0007885849475860596,52,1.0017339,0.0,0.005103143,0.44737336,0.4511839,0.016,0.0,-0.0007885849475860596,-0.02856119,0.07008695602416992,-0.018358752,1.0991021,1.095854,0.78858495,0.8932603,0.0
0.93452626,0.0043337345123291016,0.9506818,0.07133817672729492,-1.3886136,0.08734393119812012,-0.022568507,0.60944337,1.3095818,-0.0007204306721687317,53,0.9866032,0.0,0.003761758,0.4069069,0.42267543,0.017,0.0,-0.0007204306721687317,-0.022568507,0.06957793235778809,-0.012851057,1.0437881,1.0291741,0.7204307,0.93452626,0.0
0.85530484,0.002414226531982422,0.8486352,0.07138991355895996,-1.621986,0.08532118797302246,-0.0013178277,0.6313622,1.316766,-0.0008040074110031128,54,0.9902729,0.0,0.0034976355,0.4390247,0.415599,0.01625,0.0,-0.0008040074110031128,-0.0013178277,0.06983089447021484,0.008254893,1.0376729,1.0397971,0.8040074,0.85530484,0.0
0.94551957,0.0026199817657470703,1.004876,0.07089591026306152,-1.4164258,0.08616781234741211,-0.06554847,0.6092162,1.2776905,-0.0007342534065246583,55,0.9912544,0.0,0.0032339056,0.41969988,0.43057743,0.02125,0.0,-0.0007342534065246583,-0.06554847,0.07012295722961426,-0.05576426,1.0518466,1.00785,0.7342534,0.94551957,0.0
0.70978636,0.002595186233520508,0.73322475,0.07164692878723145,-1.5969461,0.08687615394592285,-0.031225033,0.6094181,1.3354758,-0.0007684314250946045,56,0.99417275,0.0,0.0036309292,0.44930363,0.4070611,0.015,0.0,-0.0007684314250946045,-0.031225033,0.0711979866027832,-0.02173132,1.0262142,1.054832,0.7684314,0.70978636,0.0
0.55137813,0.002421140670776367,0.5292533,0.07099223136901855,-1.3061568,0.08606576919555664,0.015817411,0.5502343,1.1909606,-0.0006888322234153747,57,0.9864186,0.0,0.0031900115,0.38546214,0.39289236,0.00825,0.0,-0.0006888322234153747,0.015817411,0.06916093826293945,0.024536947,0.94083685,0.9415073,0.6888322,0.55137813,9.5367431640625e-07
0.40159047,0.0018908977508544922,0.33617944,0.07077217102050781,-1.6511165,0.08648300170898438,0.060379006,0.60536814,1.2431761,-0.0008170029520988464,58,0.97483814,0.0,0.0013646148,0.37247232,0.35471335,0.00175,0.0,-0.0008170029520988464,0.060379006,0.07144880294799805,0.069060475,0.94984764,0.97860944,0.81700295,0.40159047,0.0
0.39419922,0.0025489330291748047,0.37669536,0.07022595405578613,-1.6235932,0.08708310127258301,0.012005597,0.56123143,1.1512241,-0.0007763301730155945,59,0.9898424,0.0,0.001964757,0.3049882,0.31586358,0.003,0.0,-0.0007763301730155945,0.012005597,0.06922292709350586,0.01995692,0.87276536,0.9048662,0.7763302,0.39419922,0.0
0.5243131,0.0023779869079589844,0.48151636,0.07135796546936035,-1.607802,0.08674287796020508,0.03342898,0.5675164,1.1630943,-0.0007781327962875366,60,0.9881379,0.0,0.0015365365,0.31742975,0.3521092,0.0055,0.0,-0.0007781327962875366,0.03342898,0.07264399528503418,0.041742682,0.9091836,0.9142186,0.7781328,0.5243131,0.0
0.4189597,0.0027740001678466797,0.5555883,0.07141685485839844,-1.5666324,0.08744192123413086,-0.14476866,0.55361986,1.1424444,-0.0007626603841781617,61,1.0057718,0.0,0.0048220414,0.3538429,0.36119175,0.0155,0.0,-0.0007626603841781617,-0.14476866,0.07015585899353027,-0.13652484,0.9006467,0.897787,0.7626604,0.4189597,0.0
0.613292,0.005248069763183594,0.70992815,0.07008218765258789,-1.4995384,0.08606719970703125,-0.102617055,0.53649884,1.1625769,-0.0007274409532546998,62,1.0011818,0.0,0.0020308723,0.3755924,0.36810845,0.01525,0.0,-0.0007274409532546998,-0.102617055,0.07006096839904785,-0.09447731,0.8867184,0.9150977,0.72744095,0.613292,9.5367431640625e-07
0.7306861,0.002496004104614258,0.87791073,0.07147693634033203,-1.4897134,0.08617877960205078,-0.14821032,0.54095143,1.098585,-0.0007383877038955689,63,0.99854034,0.0,0.0052007083,0.40988722,0.34444684,0.02275,0.0,-0.0007383877038955689,-0.14821032,0.07289600372314453,-0.14016677,0.878192,0.86567146,0.7383877,0.7306861,0.0
0.67525876,0.002981901168823242,0.7171476,0.0715792179107666,-1.3832405,0.08688116073608398,-0.049237058,0.5104451,1.06967,-0.0006817960739135742,64,1.0012828,0.0,0.0025696042,0.32840738,0.3597975,0.01325,0.0,-0.0006817960739135742,-0.049237058,0.06972098350524902,-0.041410126,0.8508728,0.8402124,0.6817961,0.67525876,0.0
0.71383494,0.0021300315856933594,0.85065675,0.06978034973144531,-1.2716045,0.08727598190307617,-0.14314456,0.47235614,1.0838838,-0.000604442834854126,65,1.0126988,0.0,0.0027955484,0.3321825,0.37394148,0.0215,0.0,-0.000604442834854126,-0.14314456,0.07134294509887695,-0.13539729,0.83517134,0.8540649,0.60444283,0.71383494,9.5367431640625e-07
0.73168886,0.002480030059814453,0.821788,0.07087421417236328,-1.3612869,0.08493304252624512,-0.09796729,0.5199896,1.0832678,-0.0006926102638244629,66,1.0042256,0.0,0.006097364,0.32273012,0.36975762,0.018,0.0,-0.0006926102638244629,-0.09796729,0.07015299797058105,-0.08982716,0.88327473,0.85489947,0.69261026,0.73168886,0.0
0.74000555,0.002624034881591797,0.7954679,0.07111310958862305,-1.1370943,0.08626794815063477,-0.06175074,0.4539063,1.0231044,-0.0005491005182266236,67,1.0033168,0.0,0.0031683214,0.29316932,0.356948,0.01875,0.0,-0.0005491005182266236,-0.06175074,0.07011675834655762,-0.05413359,0.816625,0.809358,0.5491005,0.74000555,0.0
0.8198952,0.0020110607147216797,0.86962306,0.0703589916229248,-0.992038,0.085784912109375,-0.05679146,0.42189342,0.9822161,-0.00046924880146980287,68,1.0054766,0.0,0.0031740982,0.3949116,0.33856678,0.01575,0.0,-0.00046924880146980287,-0.05679146,0.06947875022888184,-0.049703848,0.75568604,0.77538157,0.4692488,0.8198952,0.0
1.1524309,0.002672910690307617,1.1318789,0.07020282745361328,-0.7714371,0.08519506454467773,0.014916485,0.36768115,0.93958557,-0.000335519939661026,69,0.99313843,0.0,0.0012070851,0.4517543,0.3436362,0.01775,0.0,-0.000335519939661026,0.014916485,0.07166314125061035,0.021935206,0.73542416,0.7463811,0.33551994,1.1524309,1.1920928955078125e-06
1.1116729,0.002652883529663086,1.0115415,0.07113885879516602,-0.6122074,0.08537101745605469,0.09619719,0.36659,0.872803,-0.0003531958758831024,70,0.99931407,0.0,-0.0038815183,0.47237667,0.31755185,0.0125,0.0,-0.0003531958758831024,0.09619719,0.06961798667907715,0.10281894,0.69749475,0.69469553,0.35319588,1.1116729,0.0
1.037291,0.002925872802734375,0.9603656,0.06995987892150879,-0.74607885,0.08593630790710449,0.08825506,0.35758084,0.8795296,-0.0003103500604629517,71,0.99795943,0.0,0.002269946,0.44766456,0.36141726,0.007,0.0,-0.0003103500604629517,0.08825506,0.06934595108032227,0.095533155,0.75884354,0.70284534,0.31035006,1.037291,0.0
1.0054866,0.003754854202270508,1.0148542,0.07248067855834961,-0.67064834,0.08653593063354492,-0.017171746,0.36945593,0.9798378,-0.00031220981478691104,72,1.0076932,0.0,0.00049970346,0.45151195,0.3641122,0.01875,0.0,-0.00031220981478691104,-0.017171746,0.0699160099029541,-0.009868405,0.7615551,0.78407717,0.3122098,1.0054866,0.0
0.7421082,0.003206014633178711,0.72836906,0.07399392127990723,-0.79126143,0.08577609062194824,0.010063945,0.4168055,0.9744085,-0.00042223510146141053,73,0.9923266,0.0,0.0049802815,0.34118864,0.34989372,0.013,0.0,-0.00042223510146141053,0.010063945,0.07037711143493652,0.01749439,0.78526795,0.7691289,0.4222351,0.7421082,0.0
0.7963897,0.0031778812408447266,0.9074277,0.0715951919555664,-0.9490955,0.08579492568969727,-0.11820943,0.44048658,1.0768684,-0.00044381242990493774,74,1.0030053,0.0,0.006469885,0.28419384,0.38560873,0.02625,0.0,-0.00044381242990493774,-0.11820943,0.07140302658081055,-0.110164024,0.8489212,0.8463866,0.44381243,0.7963897,0.0
