Time/Buffer,Train/Value,Train/PolicyClip,Train/Grad_norm_actor,Train/Loss,Train/control_penalty,Train/LogProb,Train/recon_loss,Train/policy_loss,Train/Action_magnitude_L1,Train/Entropy_loss,Time/Critic_Time,Train/Action_std,Train/Action_magnitude,Time/Actor_Time,Train/Action_abs_mean,Time/B_Format_Time,Train/Action_max,Train/Entropy_Loss,Time/B_Original_Format_Time,Train/Return,Train/Ratio,train/batch_reward,Itr,Train/V,Train/Policy_loss,Train/Entropy
0.18065619468688965,1.6313403,0.0,0.0,0.06920089,0.40897912,1.1848508,0.0,0.06451569,0.5257625,0.0005954107642173768,0.0,0.13891153,0.4074316,0.35635900497436523,0.23830298,0.38153815269470215,0.20859453,0.0005954107642173768,0.3750929832458496,1.5668236,0.9999977,0.02975,9,1.6313403,0.06451569,-0.59541076
0.015445947647094727,1.7157898,0.0,0.0,0.04092008,0.36621174,1.3620212,0.0,0.0365799,0.481246,0.000678060531616211,0.0,0.12723924,0.36750475,0.35247087478637695,0.21874365,0.3845400810241699,0.16983174,0.000678060531616211,0.385178804397583,1.6792022,1.0000027,0.02525,10,1.7157898,0.0365799,-0.67806053
0.01205301284790039,1.8304847,0.0,0.0,0.29978397,0.34940746,1.3692582,0.0,0.2956121,0.45487812,0.000677785575389862,0.0,0.12687294,0.34863728,0.3533210754394531,0.20266953,0.37609314918518066,0.17370458,0.000677785575389862,0.38715696334838867,1.5348672,1.0000024,0.00685,11,1.8304847,0.2956121,-0.6777856
0.012051820755004883,1.4621403,0.0,0.0,0.24505,0.40504205,1.078168,0.0,0.24045561,0.52093244,0.000543969750404358,0.0,0.14427108,0.4056964,0.35973668098449707,0.22658572,0.3819117546081543,0.19613555,0.000543969750404358,0.4015798568725586,1.2216805,0.99998915,0.0015,12,1.4621403,0.24045561,-0.54396975
0.01455831527709961,1.4333714,0.0,0.0,0.26008466,0.4214415,1.0157506,0.0,0.25536212,0.5398055,0.0005081307888031006,0.0,0.14935969,0.42231143,0.360044002532959,0.23243472,0.3847179412841797,0.20326672,0.0005081307888031006,0.380723237991333,1.1780121,1.0000137,0.00205,13,1.4333714,0.25536212,-0.5081308
0.015919923782348633,1.5700552,0.0,0.0,0.24751809,0.44479674,1.0133594,0.0,0.24256252,0.5670516,0.0005076051354408265,0.0,0.14928587,0.44412285,0.3669576644897461,0.24915965,0.38301706314086914,0.21187183,0.0005076051354408265,0.3863658905029297,1.3274852,0.9999824,0.01245,14,1.5700552,0.24256252,-0.50760514
0.02360391616821289,1.5134982,0.0,0.0,0.09655451,0.44843048,1.0710175,0.0,0.091531254,0.5750453,0.0005389560461044312,0.0,0.14540237,0.44921625,0.3526020050048828,0.25918883,0.37088584899902344,0.23110242,0.0005389560461044312,0.37466907501220703,1.4219669,1.0000013,0.03875,15,1.5134982,0.091531254,-0.53895605
0.02446889877319336,1.3362721,0.0,0.0,0.09752337,0.42813033,1.0864422,0.0,0.09269374,0.5513699,0.0005483255386352539,0.0,0.144612,0.42960373,0.35787010192871094,0.24628992,0.38425707817077637,0.22337276,0.0005483255386352539,0.38323402404785156,1.2435813,0.9999959,0.02655,16,1.3362721,0.09269374,-0.54832554
0.02806568145751953,1.4096391,0.0,0.0,0.044766635,0.4120091,1.1900709,0.0,0.04005758,0.53136843,0.0005889657139778137,0.0,0.13904329,0.4118195,0.3524479866027832,0.23915654,0.3753340244293213,0.21268667,0.0005889657139778137,0.41960883140563965,1.3695812,0.99999756,0.03335,17,1.4096391,0.04005758,-0.5889657
0.020465850830078125,1.7180524,0.0,0.0,0.045362398,0.41194347,1.2104323,0.0,0.040640064,0.53271174,0.0006029022336006165,0.0,0.13670556,0.41105363,0.36391496658325195,0.24156396,0.3784520626068115,0.1874154,0.0006029022336006165,0.3764181137084961,1.677411,0.99999803,0.03755,18,1.7180524,0.040640064,-0.60290223
0.01778697967529297,1.8844321,0.0,0.0,0.11917843,0.42170343,1.1884611,0.0,0.11436941,0.5437673,0.000591988205909729,0.0,0.13786732,0.42239672,0.42687201499938965,0.24534449,0.39194393157958984,0.16894548,0.000591988205909729,0.38391590118408203,1.7700602,1.0000035,0.03225,19,1.8844321,0.11436941,-0.5919882
0.019579172134399414,2.0201097,0.0,0.0,0.1322633,0.4262277,1.1263679,0.0,0.12744024,0.5453646,0.0005607810616493225,0.0,0.14284904,0.42612618,0.4371497631072998,0.24223164,0.4842109680175781,0.17585596,0.0005607810616493225,0.4428229331970215,1.8926631,0.9999853,0.0352,20,2.0201097,0.12744024,-0.56078106
0.020167827606201172,1.832791,0.0,0.0,0.12645733,0.40812027,1.1034456,0.0,0.12182257,0.5213377,0.0005535652637481689,0.0,0.14443365,0.40877545,0.3551490306854248,0.22856782,0.38459086418151855,0.17921655,0.0005535652637481689,0.3791379928588867,1.7109681,1.0000056,0.03455,21,1.832791,0.12182257,-0.55356526
0.026779890060424805,1.8565197,0.0,0.0,0.09401906,0.4229041,1.0959766,0.0,0.08924155,0.53702223,0.0005484776496887207,0.0,0.14482524,0.42246088,0.3526780605316162,0.2385542,0.37532591819763184,0.180042,0.0005484776496887207,0.37508606910705566,1.767275,0.99999255,0.0444,22,1.8565197,0.08924155,-0.54847765
0.02777695655822754,1.9618015,0.0,0.0,-0.018911175,0.43298194,1.1042677,0.0,-0.023792328,0.55223,0.0005513345003128052,0.0,0.14385737,0.43494824,0.36661338806152344,0.24806826,0.3676149845123291,0.17022322,0.0005513345003128052,0.3685131072998047,1.9855949,1.0000048,0.0542,23,1.9618015,-0.023792328,-0.5513345
0.0261077880859375,2.1066155,0.0,0.0,-0.032156937,0.4432545,1.1129282,0.0,-0.037140246,0.56416076,0.0005507664084434509,9.5367431640625e-07,0.14316982,0.4428795,0.3549842834472656,0.2546185,0.3622119426727295,0.16260798,0.0005507664084434509,0.35991597175598145,2.143756,1.0000013,0.0605,24,2.1066155,-0.037140246,-0.5507664
0.025866031646728516,2.1128173,0.0,0.0,-0.012793783,0.43150005,1.1178546,0.0,-0.01767261,0.54989016,0.0005638272762298584,0.0,0.1415883,0.4323373,0.35913920402526855,0.24575166,0.3603062629699707,0.1970753,0.0005638272762298584,0.3717989921569824,2.1304927,0.99999285,0.05845,25,2.1128173,-0.01767261,-0.5638273
0.026323318481445312,1.876834,0.0,0.0,-0.005782316,0.42579243,1.1263393,0.0,-0.010606295,0.5455408,0.0005660547018051148,0.0,0.1421549,0.42565498,0.3387489318847656,0.24314234,0.3637850284576416,0.20793316,0.0005660547018051148,0.3785238265991211,1.8874407,1.000006,0.05315,26,1.876834,-0.010606295,-0.5660547
0.023127079010009766,1.7815015,0.0,0.0,0.0059979837,0.4265572,1.1351197,0.0,0.0011698934,0.5450797,0.000562518060207367,7.152557373046875e-07,0.14320834,0.42518643,0.34778881072998047,0.24335408,0.3688321113586426,0.22260684,0.000562518060207367,0.37352919578552246,1.7803289,0.9999954,0.04455,27,1.7815015,0.0011698934,-0.56251806
0.019867897033691406,1.7928895,0.0,0.0,0.08770015,0.43367338,1.0587511,0.0,0.082834445,0.55264914,0.0005289722084999085,0.0,0.14820467,0.43166524,0.35769224166870117,0.24422754,0.37285614013671875,0.2258726,0.0005289722084999085,0.3802371025085449,1.7100579,0.999998,0.03415,28,1.7928895,0.082834445,-0.5289722
0.014972209930419922,1.5232606,0.0,0.0,0.17530727,0.42459315,1.1079355,0.0,0.1705081,0.54323196,0.0005532321929931641,0.0,0.14405447,0.42495415,0.3516662120819092,0.23973769,0.37909603118896484,0.22666542,0.0005532321929931641,0.3818397521972656,1.352755,1.0000064,0.01545,29,1.5232606,0.1705081,-0.5532322
0.01685309410095215,1.3622098,0.0,0.0,0.15782118,0.40827125,1.1702908,0.0,0.15315428,0.51924706,0.0005841779112815857,1.1920928955078125e-06,0.13962378,0.40607926,0.3652358055114746,0.23149846,0.39283299446105957,0.20026636,0.0005841779112815857,0.38404321670532227,1.2090532,0.9999963,0.01565,30,1.3622098,0.15315428,-0.5841779
0.015347003936767578,1.473435,0.0,0.0,0.15904799,0.4001867,1.1480352,0.0,0.15447049,0.51270956,0.0005756289958953857,9.5367431640625e-07,0.14063115,0.3995802,0.3516569137573242,0.22757868,0.3942997455596924,0.18606506,0.0005756289958953857,0.39867210388183594,1.3189659,1.0000018,0.0157,31,1.473435,0.15447049,-0.575629
0.016866207122802734,1.7208092,0.0,0.0,0.1489792,0.40763226,1.12987,0.0,0.14433374,0.52539825,0.0005691567659378052,0.0,0.14104594,0.40787676,0.3556091785430908,0.2349842,0.3776059150695801,0.17322436,0.0005691567659378052,0.381683349609375,1.5764774,1.0000046,0.02415,32,1.7208092,0.14433374,-0.56915677
0.020208120346069336,1.9452648,0.0,0.0,0.13815407,0.4140478,1.1214732,0.0,0.13345063,0.53163546,0.000562960684299469,0.0,0.14169343,0.41197538,0.3489186763763428,0.23966564,0.37986087799072266,0.17963196,0.000562960684299469,0.38308095932006836,1.8118154,1.000009,0.0311,33,1.9452648,0.13345063,-0.5629607
0.02021026611328125,2.235639,0.0,0.0,0.13681197,0.42293784,1.1410168,0.0,0.13200703,0.5430334,0.0005755602717399598,0.0,0.1398071,0.42205426,0.38483691215515137,0.24538074,0.4031200408935547,0.18538861,0.0005755602717399598,0.39873695373535156,2.103637,1.000003,0.0377,34,2.235639,0.13200703,-0.5755603
0.02077317237854004,2.2097352,0.0,0.0,0.15079236,0.42427948,1.146306,0.0,0.1459723,0.5441545,0.0005772699117660522,9.5367431640625e-07,0.13963026,0.42372853,0.36611008644104004,0.2463909,0.3894531726837158,0.18575682,0.0005772699117660522,0.38492584228515625,2.0637639,0.999989,0.03545,35,2.2097352,0.1459723,-0.5772699
0.013757944107055664,2.0513058,0.0,0.0,0.20491117,0.39963567,1.1963919,0.0,0.20031635,0.5137178,0.0005984539985656738,1.1920928955078125e-06,0.1372235,0.3989087,0.3813350200653076,0.22884431,0.40047502517700195,0.17949834,0.0005984539985656738,0.4169647693634033,1.8509861,1.0000035,0.02255,36,2.0513058,0.20031635,-0.598454
0.018374204635620117,1.9506836,0.0,0.0,0.20000528,0.39686987,1.1704701,0.0,0.19544737,0.5107831,0.0005892109274864196,0.0,0.13856763,0.39792815,0.3627891540527344,0.22545733,0.4021170139312744,0.17702512,0.0005892109274864196,0.41646575927734375,1.7552319,0.9999939,0.0227,37,1.9506836,0.19544737,-0.5892109
0.016508817672729492,1.6870297,0.0,0.0,0.18320705,0.3865589,1.209789,0.0,0.17873186,0.49728897,0.0006096104383468628,0.0,0.13609657,0.38732305,0.37457895278930664,0.21849786,0.4140448570251465,0.17367566,0.0006096104383468628,0.4080619812011719,1.5082968,1.0000072,0.02035,38,1.6870297,0.17873186,-0.60961044
0.014733076095581055,1.7746328,0.0,0.0,0.14461306,0.40533555,1.1882241,0.0,0.13996193,0.51783836,0.0005977722406387329,0.0,0.13751623,0.405009,0.36123085021972656,0.2313334,0.4125020503997803,0.18450461,0.0005977722406387329,0.4184865951538086,1.6346747,1.0,0.02365,39,1.7746328,0.13996193,-0.59777224
0.015603065490722656,1.8920859,0.0,0.0,0.13942927,0.42147025,1.1610558,0.0,0.13463002,0.5395304,0.0005845487713813782,1.1920928955078125e-06,0.13894293,0.4226933,0.3832077980041504,0.24249707,0.4045529365539551,0.17810056,0.0005845487713813782,0.3949587345123291,1.7574586,0.9999983,0.0273,40,1.8920859,0.13463002,-0.5845488
0.016693830490112305,2.0351465,0.0,0.0,0.14025502,0.42637593,1.1768261,0.0,0.13541293,0.54053766,0.0005783262848854065,0.0,0.13988979,0.4257524,0.39077091217041016,0.24358913,0.41115379333496094,0.17440376,0.0005783262848854065,0.4081418514251709,1.8997365,1.0000024,0.03085,41,2.0351465,0.13541293,-0.5783263
0.016888856887817383,1.9468682,0.0,0.0,0.13007352,0.41235274,1.159547,0.0,0.12536897,0.52716,0.0005810270309448242,0.0,0.13963303,0.4128196,0.36505603790283203,0.23598382,0.38324403762817383,0.18077141,0.0005810270309448242,0.38231873512268066,1.8215027,1.0000031,0.0309,42,1.9468682,0.12536897,-0.58102703
0.02091693878173828,1.9440808,0.0,0.0,0.1518143,0.41420346,1.1234577,0.0,0.14710711,0.5261887,0.0005651538372039795,0.0,0.14207183,0.41354677,0.35239410400390625,0.23275745,0.38701796531677246,0.17661081,0.0005651538372039795,0.38834095001220703,1.7969713,0.99999726,0.03415,43,1.9440808,0.14710711,-0.56515384
0.024344921112060547,1.6884139,0.0,0.0,0.102732055,0.40836927,1.092847,0.0,0.09809977,0.52100736,0.0005485946536064148,9.5367431640625e-07,0.14454998,0.40758967,0.35817909240722656,0.22992285,0.3937051296234131,0.19774012,0.0005485946536064148,0.39934301376342773,1.5903134,1.0000011,0.03215,44,1.6884139,0.09809977,-0.54859465
0.028368234634399414,1.7055346,0.0,0.0,0.11971471,0.42117396,1.0828646,0.0,0.114961356,0.5359727,0.0005416153073310852,9.5367431640625e-07,0.14593652,0.41960493,0.35556602478027344,0.23921001,0.4521362781524658,0.20224097,0.0005416153073310852,0.43599700927734375,1.5905765,1.000008,0.032,45,1.7055346,0.114961356,-0.5416153
0.022450923919677734,1.5832016,0.0,0.0,0.11341482,0.42074645,1.1041473,0.0,0.108654775,0.53808486,0.0005525777339935303,9.5367431640625e-07,0.14425541,0.41863906,0.35123181343078613,0.23985186,0.4384188652038574,0.21259087,0.0005525777339935303,0.4148061275482178,1.4745492,1.0000008,0.02895,46,1.5832016,0.108654775,-0.55257773
0.0235440731048584,1.59245,0.0,0.0,0.118532896,0.428513,1.0757757,0.0,0.11370115,0.5507168,0.0005466209053993225,0.0,0.14481275,0.42888197,0.38046789169311523,0.24522392,0.4218177795410156,0.22068244,0.0005466209053993225,0.43871188163757324,1.4787506,1.0000039,0.02755,47,1.59245,0.11370115,-0.5466209
0.0262451171875,1.688683,0.0,0.0,0.10106479,0.42711315,1.0703973,0.0,0.09625904,0.54709923,0.0005346062779426575,0.0,0.14638445,0.4267826,0.35543131828308105,0.24330537,0.4038858413696289,0.2055638,0.0005346062779426575,0.41878676414489746,1.5924248,1.0000032,0.0316,48,1.688683,0.09625904,-0.5346063
0.022377967834472656,1.64618,0.0,0.0,0.12267549,0.4162106,1.0843341,0.0,0.11797585,0.5309045,0.0005375339984893799,0.0,0.14592391,0.4153038,0.34728288650512695,0.23438911,0.4015960693359375,0.19799303,0.0005375339984893799,0.3955061435699463,1.5282054,1.0000001,0.0281,49,1.64618,0.11797585,-0.537534
0.018815994262695312,1.7302346,0.0,0.0,0.119120404,0.4229038,1.0690837,0.0,0.114358164,0.53905374,0.0005331986546516418,0.0,0.1466963,0.42298412,0.34344983100891113,0.23902793,0.4063839912414551,0.19999589,0.0005331986546516418,0.418720006942749,1.61588,0.9999996,0.03105,50,1.7302346,0.114358164,-0.53319865
0.020179033279418945,1.7587208,0.0,0.0,0.092967734,0.42177275,1.0854915,0.0,0.088209145,0.53999317,0.0005408580899238587,7.152557373046875e-07,0.14569256,0.4217453,0.35333800315856934,0.23997647,0.39650940895080566,0.19983472,0.0005408580899238587,0.39655494689941406,1.6705117,0.9999922,0.03485,51,1.7587208,0.088209145,-0.5408581
0.019382953643798828,1.8091264,0.0,0.0,0.07104602,0.4284812,1.1109447,0.0,0.06620582,0.54745984,0.0005553812980651856,0.0,0.14356008,0.4272645,0.36423611640930176,0.24653561,0.3908360004425049,0.20431189,0.0005553812980651856,0.3995239734649658,1.742916,0.99999815,0.03535,52,1.8091264,0.06620582,-0.5553813
0.02369999885559082,2.0285852,0.0,0.0,0.06372449,0.42575815,1.136743,0.0,0.05890072,0.5481552,0.0005661888122558594,0.0,0.14241241,0.42692325,0.3759779930114746,0.24601431,0.4018549919128418,0.20646316,0.0005661888122558594,0.40353918075561523,1.969685,1.0000042,0.04095,53,2.0285852,0.05890072,-0.5661888
0.01610088348388672,2.1905556,0.0,0.0,0.08500687,0.42469975,1.1510477,0.0,0.08018959,0.5442282,0.0005702821016311646,0.0,0.14193715,0.42411304,0.38840675354003906,0.24537647,0.4082000255584717,0.20456025,0.0005702821016311646,0.42569398880004883,2.110363,1.000004,0.03725,54,2.1905556,0.08018959,-0.5702821
0.021704912185668945,2.227224,0.0,0.0,0.11283483,0.41183734,1.1535971,0.0,0.10813562,0.5286789,0.0005808370113372802,0.0,0.14054641,0.41335946,0.3367640972137451,0.23645838,0.41453099250793457,0.1855013,0.0005808370113372802,0.3871579170227051,2.119085,0.99999774,0.03775,55,2.227224,0.10813562,-0.580837
0.021905183792114258,2.2565842,0.0,0.0,0.10013542,0.42235035,1.1509364,0.0,0.09533205,0.538108,0.0005798690319061279,9.5367431640625e-07,0.14077313,0.42191678,0.3570530414581299,0.2416177,0.3902599811553955,0.19167212,0.0005798690319061279,0.3976171016693115,2.1612546,1.0000062,0.0382,56,2.2565842,0.09533205,-0.57986903
0.020538806915283203,1.9653382,0.0,0.0,0.1281936,0.41668096,1.1461653,0.0,0.12344967,0.5299721,0.0005771260857582092,9.5367431640625e-07,0.14107506,0.414604,0.40553784370422363,0.23651887,0.3922438621520996,0.19814567,0.0005771260857582092,0.3919849395751953,1.8418924,1.0000144,0.03145,57,1.9653382,0.12344967,-0.5771261
0.018091917037963867,1.9250344,0.0,0.0,0.1488066,0.4204572,1.1526715,0.0,0.14402518,0.5366504,0.0005768605470657348,0.0,0.14129044,0.41962305,0.3625168800354004,0.24149582,0.4070699214935303,0.21122405,0.0005768605470657348,0.38380002975463867,1.7810053,0.99999017,0.02885,58,1.9250344,0.14402518,-0.57686055
0.020273923873901367,1.8332137,0.0,0.0,0.11251193,0.4198385,1.1256825,0.0,0.10774531,0.53868574,0.0005682322978973389,0.0,0.14270131,0.4213849,0.35816407203674316,0.2394624,0.39203977584838867,0.21906959,0.0005682322978973389,0.39347195625305176,1.7254647,0.9999922,0.03055,59,1.8332137,0.10774531,-0.5682323
0.016782045364379883,1.7291976,0.0,0.0,0.12050209,0.42299458,1.1095707,0.0,0.11571478,0.5444315,0.0005573647022247315,0.0,0.14371705,0.42477676,0.3778409957885742,0.24322954,0.39906907081604004,0.22558227,0.0005573647022247315,0.38513684272766113,1.6134776,0.9999928,0.02845,60,1.7291976,0.11571478,-0.5573647
0.018430233001708984,1.7078785,0.0,0.0,0.108870305,0.42659566,1.1078877,0.0,0.104049735,0.5489421,0.0005546125173568725,0.0,0.14412864,0.42682597,0.35494232177734375,0.24673037,0.38391709327697754,0.22648677,0.0005546125173568725,0.38790297508239746,1.6038259,1.0000012,0.0282,61,1.7078785,0.104049735,-0.5546125
0.015715837478637695,1.7294637,0.0,0.0,0.15026705,0.42973447,1.0876998,0.0,0.14542453,0.55617946,0.0005451785326004028,0.0,0.14527617,0.4313246,0.3585071563720703,0.24957861,0.3772258758544922,0.23841517,0.0005451785326004028,0.3780710697174072,1.5840372,1.0000018,0.02655,62,1.7294637,0.14542453,-0.54517853
0.016340970993041992,1.8691803,0.0,0.0,0.1389357,0.43012714,1.066656,0.0,0.13410312,0.55420315,0.0005313200354576111,0.0,0.14696585,0.4314592,0.35198211669921875,0.24859722,0.4035460948944092,0.22102791,0.0005313200354576111,0.40527796745300293,1.7350738,0.9999783,0.02925,63,1.8691803,0.13410312,-0.53132004
0.01620006561279297,1.9094104,0.0,0.0,0.16085164,0.42874828,1.0696301,0.0,0.15603086,0.55108654,0.0005333005785942078,0.0,0.1466318,0.42954835,0.35981273651123047,0.24565466,0.3988311290740967,0.20830336,0.0005333005785942078,0.398806095123291,1.7533777,0.9999986,0.0288,64,1.9094104,0.15603086,-0.5333006
0.0189208984375,1.8635619,0.0,0.0,0.14985307,0.42563227,1.051495,0.0,0.14506662,0.5437267,0.0005301253199577332,0.0,0.14706086,0.42386577,0.36904287338256836,0.24113335,0.3967471122741699,0.20033531,0.0005301253199577332,0.40185093879699707,1.718497,0.999996,0.02705,65,1.8635619,0.14506662,-0.5301253
