Train/Value,Time/Buffer,Train/Entropy_Loss,Train/Return,Train/Action_max,Train/LogProb,Train/Grad_norm_actor,Train/Action_magnitude_L1,Train/control_penalty,Train/Ratio,Train/Action_magnitude,Train/Policy_loss,Time/B_Format_Time,Time/B_Original_Format_Time,Train/Entropy_loss,Train/Entropy,Train/V,Train/Action_std,Time/Critic_Time,Time/Actor_Time,Itr,Train/policy_loss,Train/recon_loss,Train/Action_abs_mean,Train/Loss,Train/PolicyClip,train/batch_reward
1.5827358,0.003098011016845703,0.0006341054439544677,1.4868482,0.22614168,1.2687671,0.0,0.47525433,0.36787215,1.0000015,0.36824542,0.0958941,0.0700681209564209,0.09618782997131348,0.0006341054439544677,-0.63410544,1.5827358,0.13417341,0.0,0.07846498489379883,47,0.0958941,0.0,0.20641871,0.10020693,0.0,0.02825
1.5738342,0.004032135009765625,0.0006122238039970398,1.449034,0.23967914,1.2308389,0.0,0.5041025,0.38793406,1.0000038,0.38993016,0.12479979,0.11060094833374023,0.10261797904968262,0.0006122238039970398,-0.6122238,1.5738342,0.13661447,0.0,0.08283591270446777,48,0.12479979,0.0,0.22384043,0.12929136,0.0,0.02275
1.5003176,0.004018068313598633,0.0006300016045570374,1.3891753,0.2012489,1.2744554,0.0,0.5036561,0.3849423,0.9999882,0.3894501,0.11113861,0.11244010925292969,0.08379507064819336,0.0006300016045570374,-0.6300016,1.5003176,0.13387676,0.0,0.0883791446685791,49,0.11113861,0.0,0.22698662,0.115618035,0.0,0.02725
1.6961874,0.0039010047912597656,0.0006289795041084289,1.5341897,0.21612506,1.2295569,0.0,0.51468605,0.3949072,1.0000042,0.3973909,0.16199721,0.10184884071350098,0.0767059326171875,0.0006289795041084289,-0.6289795,1.6961874,0.1338438,0.0,0.0700080394744873,50,0.16199721,0.0,0.23246378,0.16657527,0.0,0.027
1.6231353,0.003027200698852539,0.0006239446997642517,1.5136428,0.1743523,1.2482996,0.0,0.4993981,0.38772702,0.9999821,0.38854158,0.10948967,0.06762814521789551,0.07009196281433105,0.0006239446997642517,-0.6239447,1.6231353,0.13438332,9.5367431640625e-07,0.06357622146606445,51,0.10948967,0.0,0.2233054,0.11399088,0.0,0.02775
1.9125788,0.004229068756103516,0.0005940017700195312,1.7940149,0.17811036,1.181481,0.0,0.51566446,0.40053698,0.99999774,0.40241024,0.1185675,0.07456469535827637,0.0778360366821289,0.0005940017700195312,-0.59400177,1.9125788,0.13795839,0.0,0.06819701194763184,52,0.1185675,0.0,0.23032047,0.123166874,0.0,0.029
1.7116841,0.0033981800079345703,0.0006027313470840454,1.5596066,0.17689654,1.2344297,0.0,0.5164432,0.39852905,1.0000169,0.40081927,0.15208577,0.06995820999145508,0.1149299144744873,0.0006027313470840454,-0.60273135,1.7116841,0.13607885,0.0,0.0673220157623291,53,0.15208577,0.0,0.23085015,0.15667379,0.0,0.01975
2.0619204,0.007339954376220703,0.0005737075209617615,1.8328857,0.20321012,1.1389751,0.0,0.572336,0.43996832,0.9999987,0.44212252,0.22903876,0.07248306274414062,0.08179283142089844,0.0005737075209617615,-0.5737075,2.0619204,0.14034185,0.0,0.08889484405517578,54,0.22903876,0.0,0.25813732,0.23401216,0.0,0.027
1.9665904,0.003396749496459961,0.0005695117712020874,1.8552821,0.20667589,1.1503599,0.0,0.555001,0.42867178,1.0000137,0.42959213,0.111313686,0.10757303237915039,0.07490682601928711,0.0005695117712020874,-0.5695118,1.9665904,0.14082976,0.0,0.09087085723876953,55,0.111313686,0.0,0.25194114,0.116169915,0.0,0.038
1.9332738,0.003962278366088867,0.0005716114640235901,1.8630488,0.19850159,1.1574492,0.0,0.550835,0.42677972,1.0000083,0.42980278,0.07022888,0.07910585403442383,0.09340906143188477,0.0005716114640235901,-0.57161146,1.9332738,0.14095488,9.5367431640625e-07,0.10023117065429688,56,0.07022888,0.0,0.24525906,0.07506829,0.0,0.042
1.6936053,0.004232883453369141,0.0005650331377983094,1.6295416,0.20197824,1.1390072,0.0,0.5445216,0.42564481,0.9999834,0.4265606,0.0640656,0.1530439853668213,0.19651293754577637,0.0005650331377983094,-0.56503314,1.6936053,0.1416656,0.0,0.10163617134094238,57,0.0640656,0.0,0.2446972,0.06888708,0.0,0.035
1.870684,0.005713224411010742,0.000549879252910614,1.7448575,0.21632761,1.1038848,0.0,0.54123104,0.42033586,1.0000266,0.42383507,0.12582964,0.07718467712402344,0.07809829711914062,0.000549879252910614,-0.54987925,1.870684,0.14436398,0.0,0.06941699981689453,58,0.12582964,0.0,0.24091563,0.13058288,0.0,0.027
1.7361641,0.006929874420166016,0.0005488165616989135,1.6042492,0.18403593,1.101395,0.0,0.53552985,0.42182896,1.0000142,0.42224926,0.13191698,0.08875274658203125,0.07207679748535156,0.0005488165616989135,-0.54881656,1.7361641,0.14393662,0.0,0.06296110153198242,59,0.13191698,0.0,0.2373042,0.13668409,0.0,0.02775
1.750725,0.0037162303924560547,0.0005940014719963074,1.662066,0.18124345,1.1791058,0.0,0.4960681,0.3893818,0.99999654,0.38964948,0.08865417,0.07619690895080566,0.08047890663146973,0.0005940014719963074,-0.5940015,1.750725,0.13829167,0.0,0.07035517692565918,60,0.08865417,0.0,0.21739493,0.09314199,0.0,0.032
1.823595,0.004077911376953125,0.000605316162109375,1.7384045,0.19578494,1.215452,0.0,0.52416503,0.40904108,1.0000039,0.4099628,0.085180394,0.09470796585083008,0.08675003051757812,0.000605316162109375,-0.60531616,1.823595,0.1364097,0.0,0.11426401138305664,61,0.085180394,0.0,0.23680767,0.08987612,0.0,0.032
1.783579,0.003365755081176758,0.0005986422300338746,1.6516345,0.18944488,1.180473,0.0,0.515278,0.4023094,0.9999857,0.4012263,0.13194202,0.13283467292785645,0.09316110610961914,0.0005986422300338746,-0.59864223,1.783579,0.13729933,0.0,0.0732107162475586,62,0.13194202,0.0,0.23106986,0.13656375,0.0,0.0265
1.9242285,0.01165008544921875,0.0005989596843719483,1.843884,0.17845984,1.2176702,0.0,0.5001034,0.39180174,0.9999847,0.38936594,0.08033655,0.09431695938110352,0.10042095184326172,0.0005989596843719483,-0.5989597,1.9242285,0.13695951,0.0,0.07038187980651855,63,0.08033655,0.0,0.2246498,0.08485352,0.0,0.03975
1.7508545,0.0035409927368164062,0.0005735567808151245,1.650754,0.19326924,1.1517644,0.0,0.5172993,0.4017974,0.99999815,0.40148216,0.10010162,0.10396075248718262,0.12533187866210938,0.0005735567808151245,-0.5735568,1.7508545,0.14114167,9.5367431640625e-07,0.10896635055541992,64,0.10010162,0.0,0.23120727,0.104693145,0.0,0.03025
1.7460033,0.004570722579956055,0.000567964494228363,1.6169869,0.21461475,1.1055236,0.0,0.5272663,0.4062132,1.0000079,0.40981153,0.12902701,0.17789602279663086,0.09717822074890137,0.000567964494228363,-0.5679645,1.7460033,0.1421055,9.5367431640625e-07,0.0871739387512207,65,0.12902701,0.0,0.23300274,0.1336571,0.0,0.0305
1.865056,0.0038881301879882812,0.0005661337971687317,1.8172386,0.20772573,1.1424633,0.0,0.5339389,0.41779187,0.9999989,0.41619238,0.04782092,0.12121081352233887,0.11066508293151855,0.0005661337971687317,-0.5661338,1.865056,0.14178254,0.0,0.10551095008850098,66,0.04782092,0.0,0.2405731,0.05256497,0.0,0.0395
1.8267218,0.004233121871948242,0.0005416566729545593,1.7604935,0.2131933,1.0938013,0.0,0.5376443,0.42281076,1.0000038,0.41974476,0.06623569,0.07093405723571777,0.07499885559082031,0.0005416566729545593,-0.5416567,1.8267218,0.1459698,0.0,0.06530094146728516,67,0.06623569,0.0,0.24114662,0.071005456,0.0,0.04475
1.7078586,0.0032880306243896484,0.000548345685005188,1.6226391,0.2206929,1.0785029,0.0,0.5423466,0.4217622,0.9999866,0.42139766,0.08521619,0.07147526741027832,0.07409477233886719,0.000548345685005188,-0.5483457,1.7078586,0.14444509,0.0,0.06748485565185547,68,0.08521619,0.0,0.24129914,0.08998216,0.0,0.02875
1.9040444,0.0037178993225097656,0.0005592468976974487,1.8014319,0.2323086,1.1041949,0.0,0.5358533,0.41873872,1.0000201,0.41636038,0.102610126,0.07048273086547852,0.07114577293395996,0.0005592468976974487,-0.5592469,1.9040444,0.14304008,0.0,0.07261323928833008,69,0.102610126,0.0,0.24320705,0.107356764,0.0,0.04275
1.889129,0.0034720897674560547,0.0005627290606498718,1.8318329,0.2191781,1.104742,0.0,0.532511,0.4070549,0.99997866,0.41431525,0.05730182,0.10396313667297363,0.07063913345336914,0.0005627290606498718,-0.56272906,1.889129,0.14303736,0.0,0.06447005271911621,70,0.05730182,0.0,0.2350625,0.061935097,0.0,0.04425
1.7716488,0.0032339096069335938,0.0005644742846488953,1.665109,0.21768647,1.1345415,0.0,0.51890403,0.39848694,1.0000056,0.4039257,0.10653445,0.07118415832519531,0.06833696365356445,0.0005644742846488953,-0.5644743,1.7716488,0.1423437,0.0,0.06899189949035645,71,0.10653445,0.0,0.22749913,0.11108379,0.0,0.0315
1.9166775,0.007976770401000977,0.000555380403995514,1.8631849,0.207545,1.1111089,0.0,0.5244075,0.40690228,1.0000181,0.40710676,0.053503446,0.07827496528625488,0.07395291328430176,0.000555380403995514,-0.5553804,1.9166775,0.1438071,0.0,0.06735491752624512,72,0.053503446,0.0,0.2314235,0.05812785,0.0,0.04425
1.773443,0.0032639503479003906,0.0005751386880874634,1.6574329,0.22148147,1.1428453,0.0,0.5179299,0.39689884,0.99998814,0.39953187,0.11601349,0.09721088409423828,0.08904814720153809,0.0005751386880874634,-0.5751387,1.773443,0.1411227,0.0,0.07991886138916016,73,0.11601349,0.0,0.23046567,0.12055762,0.0,0.031
2.070161,0.00839996337890625,0.000552796185016632,2.0129938,0.2079043,1.0930372,0.0,0.52128744,0.40774626,0.99998415,0.4078146,0.057163555,0.12977814674377441,0.12973380088806152,0.000552796185016632,-0.5527962,2.070161,0.14419924,0.0,0.07190895080566406,74,0.057163555,0.0,0.23026288,0.06179381,0.0,0.04675
1.7426482,0.004217863082885742,0.0005511691570281983,1.611482,0.21266967,1.090974,0.0,0.5345287,0.41832936,0.9999818,0.4144278,0.13116333,0.0753469467163086,0.10087966918945312,0.0005511691570281983,-0.55116916,1.7426482,0.14416723,0.0,0.11217784881591797,75,0.13116333,0.0,0.23663022,0.13589779,0.0,0.0275
2.0337322,0.004057168960571289,0.0005615461468696595,1.9484105,0.1901487,1.1200513,0.0,0.5302863,0.41136965,0.9999858,0.41142237,0.08532382,0.08915495872497559,0.07863926887512207,0.0005615461468696595,-0.56154615,2.0337322,0.14178805,0.0,0.07201170921325684,76,0.08532382,0.0,0.23762783,0.08999906,0.0,0.04225
